date;username;tweet;wisata/hiburan;pendidikan;fasilitas/layanan publik;kuliner
26/11/2021 12:22;infotegal2;Sebagai upaya mempercepat pencapaian vaksinasi di Kota Tegal, Tim gabungan dari Pemkot Tegal, TNI, Polri serta Relawan mendatangi rumah warga yang belum melaksanakan vaksin baik dosis satu maupun dua untuk segera dilakukan divaksin. #kodimtegal #infotegal  https://t.co/33sws5VzvD;-1;-1;-1;-1
26/11/2021 11:04;hakimwisanggeni;Liga 3 memang kejam, pengalaman ketika saya ingin menghidupkan persepakbolaan di kota Tegal kena teror ormas, setelah tak ajak cod an ternyata si peneror saya kenal. Ya mau gmn lagi;-1;-1;-1;-1
26/11/2021 10:23;KPUKotaTegal;Info lengkapnya bisa menghubungi kantor KPU Kota Tegal Jl Sumbodro no 20 atau hotline di 0283- 358895 pada hari dan jam kerja.  #KPUMelayani #lelang #kpknltegal;-1;-1;-1;-1
26/11/2021 10:13;dickyw0412;Baru saja mengirim foto @ Teras Tegal Brakseng Kota Batu  https://t.co/m54txzpap7;-1;-1;-1;-1
26/11/2021 10:05;dickyw0412;Baru saja mengirim foto @ Teras Tegal Brakseng Kota Batu  https://t.co/cc5simHGEk;-1;-1;-1;-1
26/11/2021 09:33;tegalfess;[TF] info tmpat repair/cleaning helm di tegal kota dong, suwun..;-1;-1;-1;-1
26/11/2021 08:24;sebayu_94FM;Disnakerin bersama IKM Apik Banget menggelar Pameran Gelar Produk IKM Kota Tegal di GOR Tegal Selatan Tanggal 27-29 November 2021.   Yuk Ramaikan….!!!  https://t.co/HGdBOtUxIz;-1;-1;-1;-1
26/11/2021 00:17;Duts20281832;Pasutri atau pijet deket2 kota tegal yuk merapat;-1;-1;-1;-1
25/11/2021 21:21;octroublesz;@SmgMenfess2 tegal kota atau tegal kabupaten ?;-1;-1;-1;-1
25/11/2021 20:53;AHaeffy;@__Sridiana_3va @Malik234072802 Saya di kota Tegal kok baru tau yaa ada mobil hilang;-1;-1;-1;-1
25/11/2021 20:28;disnakerintegal;GELAR PRODUK IKM KOTA TEGAL 2021  https://t.co/XX6ggedxZQ;-1;-1;-1;-1
25/11/2021 18:53;KontenJabar;IPSM Kota Tegal Resmi Dikukuhkan  https://t.co/HfDD53nKch;-1;-1;-1;-1
25/11/2021 16:45;KPUKotaTegal;(25/11) Kembali lagi dalam rangka menuju pemilihan yang luber dan jurdil dan menengakkan demokrasi yang bersih dan bertanggungjawab, Kesbangpol menggandeng akademisi Fisip Universitas Pancasakti Tegal, KPU Kota Tegal dan Bawaslu Kota Tegal melaksanakan sosiisasi Pemantapan dan  https://t.co/WXuhE8Sik2;-1;-1;-1;-1
25/11/2021 16:34;PKSejahtera;Sampai hari ketiga genangan air hujan masih belum surut. #RelawanPKS PKS Kota Tegal @PKSjateng masih lakukan Aksi Tanggap Bencana.  Distribusi makanan masih terus dilakukan. Setidaknya setiap pagi PKS menyalurkan 400 paket nasi bungkus.  https://t.co/vIh9q7YZT3;-1;-1;-1;-1
25/11/2021 16:14;MasBec77;@PerumdaTirtaAyu @PerumdaTirtaAyu mohon pencerahan kenapa biaya pemasangan baru mahal sekali 3jt jauh di atas daerah lain misal kota Tegal yg hanya 1.6jt.  saya pikir itu tdk benar tp setelah saya dtg sendiri ke loket kantor pdam kab tegal benar diminta 3jt;-1;-1;-1;-1
25/11/2021 15:55;MasBec77;@PerumdaTirtaAyu @Alicegemilang @umiazizah60 dgn kwalitas pelayanan spt itu tp biaya pemasangan baru resmi di lokat pendaftaran diminta 3jt,  sangat mahal dibandung daerah lain,  misal kota Tegal yg hanya 1.6jt;-1;-1;-1;-1
25/11/2021 15:44;lewatmana;"Tol Dalam Kota dr Cawang menuju Semanggi macet, tersendat di Exit Tegal Parang &amp;amp; Polda. #JKTT  https://t.co/J9BGuwhRm1 (via @nabilaaII)";-1;-1;0;-1
25/11/2021 15:44;nabilaaII;"@lewatmana Tol Dalam Kota dr Cawang menuju Semanggi macet, tersendat di Exit Tegal Parang &amp; Polda. #JKTT  https://t.co/EsuaNTywlp";-1;-1;0;-1
25/11/2021 15:22;suarapanturacom;Peduli Korabn Banjir, BAZNAS Kota Tegal Beri Bantuan di Kelurahan Cabawan  https://t.co/HR5ab8TOjw;-1;-1;-1;-1
25/11/2021 15:16;MJJumadi;Dear teacher, without your guidance and wisdom, I wouldn’t be where I am right now! Thank you and Happy Teachers Day!  Selamat Hari Guru Nasional 25 November 2021.  ~ Salam MJ @ Kaligangsa Kota Tegal, Jawa Tengah  https://t.co/9caz9EX0JI;-1;-1;-1;-1
25/11/2021 14:39;infotegal;Rujak Teplak Bu Kapsah, memang sangat sulit sekali untuk tidak membelinya saat mampir ke Toko Mitra Kota Tegal. Sayurannya banyak, ada kangkung, lembayung, tauge, pare, timun, kubis, tahu gambir, jantung pisang, dll.   Buka dari jam 9 -3 sore.  https://t.co/6l0LJobxt2;-1;-1;-1;1
25/11/2021 13:40;narkobatglkota;Kepedulian personel Bhabinkamtibmas membersihkan sampah di aliran sungai Kel. Kemandungan Kec. Tegal Barat Kota Tegal, bersama warga setempat guna mencegah terjadinya bencana banjir di musim penghujan.  https://t.co/vYyG5PpfF5;-1;-1;1;-1
25/11/2021 13:18;tegalfess;[TF] Guys tegal kota ujan ngga? Mau kirim barang pake kerdus soalnya 🙏;-1;-1;-1;-1
25/11/2021 13:14;ElshintaTegal_;Personel Bhabinkamtibmas membersihkan sampah di aliran sungai Kelurahan Kemandungan Kecamatan Tegal Barat Kota Tegal, bersama warga setempat guna mencegah terjadinya bencana banjir di musim penghujan. ViA @LSumpang  #StayTunedElshinta  https://t.co/eS5jwdkGW8;-1;-1;-1;-1
25/11/2021 13:13;infotegal;Pas kemarin mampir ke RSU Islam Harapan Anda Kota Tegal, ada pemandangan menarik. Yaitu adanya kendaraan shuttle bus yang melayani rute lobi utama - parkiran PP. Tentu saja ini hal yang sangat membantu para pasien maupun pengunjung.  https://t.co/RLne05u5EM;-1;-1;-1;-1
25/11/2021 13:10;kllmwthguns;Info cuaca kota tegal dong kawan;-1;-1;-1;-1
25/11/2021 13:02;suarapanturacom;Hujan dan Banjir Kota Tegal, Periode Ulang Semakin Singkat?  https://t.co/kmv6dVF95Y;-1;-1;-1;-1
25/11/2021 12:50;LSumpang;Kepedulian personel Bhabinkamtibmas membersihkan sampah di aliran sungai Kel. Kemandungan Kec. Tegal Barat Kota Tegal, bersama warga setempat guna mencegah terjadinya bencana banjir di musim penghujan. . #waspadabanjir  #janganbuangsampahkesungai  @humas_poldajateng  https://t.co/xWULRoIhFN;-1;-1;1;-1
25/11/2021 12:27;kumparan;Terlihat babi berkulit putih kemerahan itu berdiri di perempatan Jalan Pantura Kota Tegal. #publisherstory  https://t.co/immy7rXnt6;-1;-1;-1;-1
25/11/2021 11:48;ArdiansyahTanto; @ganjarpranowo @Kemdikbud_RI @nadiemmakarim Itu sdh berjalan lama bang,, untuk guru dibawah binaan provinsi sudah sangat layak gajinya,, cuma untuk E364guru Kabupaten masih kecil,, karena apbd Kabupaten belum memadai,, kalau untuk lingkup kota, yg gaji guru sesuai UMK, itu kota Tegal;-1;0;-1;-1
25/11/2021 11:21;narkobatglkota;"Kepala Kepolisian Resor Tegal Kota Berserta Staf dan Bhayangkari Mengucapkan : Selamat Hari Guru Nasional 2021 --------------------------------------------- ""Bergerak Dengan Hati, Pulihkan Pendidikan"" -----------------------------------------  https://t.co/BMT0bxMAZr";-1;-1;-1;-1
25/11/2021 09:52;Elang326;Pak @ganjarpranowo saya koq jadi sedih kota kelahiran saya tercinta, kota Tegal sejak di tata oleh walkotnya malah jadi mengorbankan kenyamanan warga dan merugikan pedagang ya, monggo dibaca ulasan berikut pak  https://t.co/dpMkfT3sCY;-1;-1;0;-1
25/11/2021 07:49;uwiewin;NU PEDULI Kota Tegal bersama elemen terkait terjun dalam giat evakuasi dan distribusi logistik dalm penanganan banjir di Kota Tegal. Dapur Umum NU Peduli masih dibuka di kecamatan Margadana. @Ubaidullah_Sdq @muzamilmahmud @PPLPBINU @pwlpbinujateng @bpbdjateng @BpbdTegalKota  https://t.co/zyJEyU7i4O;-1;-1;1;-1
25/11/2021 03:41;SegoBerkah;Baru saja mengirim foto @ Teras Tegal Brakseng Kota Batu  https://t.co/acQFJTexcb;-1;-1;-1;-1
25/11/2021 02:00;BeritakuKabar;Banjir Kota Tegal, Puluhan Rumah Warga Masih Terendam  https://t.co/Q2uv3WURnG via @YouTube   #banjirbandang #banjirTegal  @ganjarpranowo;-1;-1;-1;-1
24/11/2021 22:39;kec_bogorutara;Camat Bogor Utara menghadiri Grand Opening Jumadi Tjoekoer Barbershop yang dibuka secara resmi oleh Wakil Walikota Bogor. Lokasi bertempat di Ruko Panduraya 14, Kelurahan Tegal Gundil, Kecamatan Bogor Utara akan menjadi wisata pangkas rambut paling hits di Kota Bogor  https://t.co/xMe1Cf4XnC;-1;-1;-1;-1
24/11/2021 22:18;dtlpoldajateng;Halo Sobat Polri... Polantas Sigap  Live Report Kasatlantas Polres Tegal Kota, bersama instansi terkait Dalam Rangka Ops Zebra Candi 2021, melakukan Survei Jalur Blackspot dan Troublespot. Tujuan dari kegiatan tersebut sebagai perencanaan pengecoran dan perbaikan jalan.  https://t.co/otDw4o1R7l;-1;-1;-1;-1
24/11/2021 21:52;ipd_belajasaku;SERVICE GENSET KOTA TEGAL  https://t.co/OrjZk03aDf;-1;-1;-1;-1
24/11/2021 21:29;rckyuuwin;@chitaglorya__ Pemalang jawa tengah Kota kecil di antara pekalongan dan tegal Yg pingin mcd, kfc aja harus ke tegal or pekalongan;-1;-1;-1;-1
24/11/2021 20:18;nolife________;@Putriaditia__ akan ku beli kota tegal 😭;-1;-1;-1;-1
24/11/2021 20:01;Alsdbsrlllll;@allxxna @kurakurahy @ohmybeautybank Kota tegal kaa;-1;-1;-1;-1
24/11/2021 18:36;tegalfess;[TF] Gais info yg jual keraktelor area tegal kota dong.. maaciw;-1;-1;-1;1
24/11/2021 18:30;detikcom;Banjir merendam Kecamatan Margadana, Kota Tegal, Jawa Tengah, sejak kemarin. Data terkini, banjir di tiga kelurahan wilayah itu mulai surut.  https://t.co/60Hs18CA2g;-1;-1;0;-1
24/11/2021 17:44;KPUKotaTegal;(24/11) KPU Kota Tegal mengikuti kegiatan Berbagi Pengalaman Penggunaan Sirekap pada Tahun Pemilihan 2020.  Anggota KPU RI, Evi Novida Ginting Manik (Koordinator Divisi Teknis Penyelenggaraan Pemilu) memberikan arahan bahwa Penerapan Sirekap Sebagai Alat Bantu  https://t.co/PZ3JG8hAVV;-1;-1;-1;-1
24/11/2021 13:38;narkobatglkota;Kapolres Tegal Kota, AKBP Rahmad Hidayat, S.S monitoring secara langsung di lapangan cek kondisi warga dan membantu korban yang terdampak banjir serta memberikan bantuan berupa makanan siap saji di Posko pengungsian Kantor Kec. Margadana Kota Tegal. ------------------------------  https://t.co/fElkuGdvUy;-1;-1;-1;-1
24/11/2021 12:53;Galkot1;Satlantas Polres Tegal Kota Membagikan Masker, Pamflet Operasi zebra candi 2021, serta Pemasangan Stiker Ayo Pakai Masker di Simpang Pos Maya Kota Tegal  https://t.co/AOrCMptVO6;-1;-1;-1;-1
24/11/2021 10:58;tvOneNews;Bantu Sesama Korban Banjir di Kota Tegal, Warga Buka Dapur Umum  https://t.co/qjY7c5mJeA;-1;-1;1;-1
24/11/2021 10:40;tegalfess;[tf] info vaksin AZ nang Tegal kota dong;-1;-1;-1;-1
24/11/2021 10:24;dtlpoldajateng;Halo Sobat Polri... Polantas Sigap  Live Report Kasatlantas Polres Tegal Kota, bersama instansi terkait Dalam Rangka Ops Zebra Candi 2021, melakukan Survei Jalur Blackspot dan Troublespot. Tujuan dari kegiatan tersebut sebagai perencanaan pengecoran dan perbaikan jalan,  https://t.co/1S0Uv4cimJ;-1;-1;-1;-1
24/11/2021 10:22;sebayu_94FM;Hujan deras dengan intensitas tinggi yang terjadi pada Senin malam(22/11) membuat sebagian wilayah Kota Tegal dan sekitarnya tergenang air. Meskipun banjir tidak terlalu tinggi, namun cukup melumpuhkan akses jalan bahkan aktifitas warga.  Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/VV0ipLosYC;-1;-1;-1;-1
24/11/2021 06:59;PolairJateng;PENGUNGSI WARGA TERDAMPAK BANJIR Di Pendopo Kantor Kec.Margadana Kota Tegal,   Warga Jalan Banyuwangi Rt 05 Rw 01 Kel.Sumurpanggang  Komandan KP IX 1003  https://t.co/fZ4Dwrji1a;-1;-1;0;-1
24/11/2021 06:14;Kisbianto1;LAZISMU KOTA TEGAL peduli korban banjir di wilayah kota Tegal  https://t.co/5b2CayHW15;-1;-1;1;-1
24/11/2021 03:03;detikcom;Sejumlah kawasan di Kecamatan Margadana, Kota Tegal, Jawa Tengah, terendam banjir. Banjir ini akibat hujan yang mengguyur kawasan itu selama semalam.  https://t.co/lg762bnq0b;-1;-1;0;-1
23/11/2021 22:51;suarapanturacom;Baru Dibuka, Taman Pancasila Kota Tegal Sudah Ditutup Lagi  https://t.co/BtyPOBPL6a;0;-1;0;-1
23/11/2021 22:19;ridwantrie_;2 botol cukup membawaku sampai ke kota Tegal;-1;-1;-1;-1
23/11/2021 22:08;panturapost;Rumah Masih Tergenang, Seratusan Warga Kota Tegal Bertahan di Pengungsian   https://t.co/QZBvvy7her;-1;-1;0;-1
23/11/2021 21:36;GATRA_com;Singgah di Kota Tegal, HDCI Indonesia Rally 2021 Diharap Ikut Pulihkan Ekonomi  #tegal # hdci  https://t.co/2OLSISTbMe;-1;-1;-1;-1
23/11/2021 21:20;kumparan;Setelah rumahnya tergenang banjir, Selasa (23/11/2021) petang, seratusan warga di tiga kelurahan di Kecamatan Margadana, Kota Tegal, dilaporkan masih mengungsi. #publisherstory  https://t.co/gwaP77mcvq;-1;-1;0;-1
23/11/2021 17:54;kompascom;Hujan deras yang mengguyur Kota Tegal, Jawa Tengah, semalaman membuat Sungai Kali Kemiri meluap hingga merendam ratusan rumah warga di sekitarnya.  https://t.co/b6whXNN41I;-1;-1;-1;-1
23/11/2021 16:45;republikaonline;Curah hujan tinggi dan buruknya drainase mengakibatkan banjir di Kota Tegal.   https://t.co/AZn8W18ojX;-1;-1;0;-1
23/11/2021 16:37;hermawanjihyu;@milkteahunter Rumah tangga area tegal kota;-1;-1;-1;-1
23/11/2021 16:34;GATRA_com;Kisah Pembeli Merpati Rp2 M di Tegal: Pengeluaran Sebulan Rp50 Juta  #burung #merpati #yunius #martin #kota #tegal #jawa #tengah #penghobi  https://t.co/on56soEvZ3;-1;-1;-1;-1
23/11/2021 16:12;jawapos;Kota Tegal Dikepung Banjir  https://t.co/3fjXpI3YdI;-1;-1;0;-1
23/11/2021 15:56;KPUKotaTegal;Senin (22/11) KPU Kota Tegal kembali melaksanakan apel pagi secara daring yang diikuti oleh seluruh anggota dan jajaran sekretariat.   Hadir sebagai pembina apel Sekretaris KPU Kota Tegal Andi Budi Harjanto, ST.  Meneruskan arahan dari Sekretaris Jenderal KPU RI,  https://t.co/tBKJOiv2lF;-1;-1;-1;-1
23/11/2021 15:44;DisdukTegalKota;Inovasi Layanan Disdukcapil Kota Tegal - Sicerpen Cinta  https://t.co/K0r1oEcegD via @YouTube;-1;-1;-1;-1
23/11/2021 15:34;dtlpoldajateng;Selamat Pagi Sobat Polri, masih dalam rangka Operasi Zebra Candi 2021 Satlantas Polres Tegal Kota melaksanakan giat Safety Driving guna meningkatkan kemampuan berkendara kepada para pengemudi Truck di Kota Tegal.  https://t.co/QftiKWOo3I;-1;-1;-1;-1
23/11/2021 15:04;FFOODFESS;info kuliner di kota tegal dan brebes dong fess , kebetulan hari ini dan besok aku ada di 2 kota itu hihi;-1;-1;-1;1
23/11/2021 14:53;MJJumadi;Baru saja mengirim foto @ Kwartir Cabang Gerakan Pramuka Kota Tegal  https://t.co/q2BDZhYuoo;-1;-1;-1;-1
23/11/2021 14:05;foucado;@JzKh_09 Tegal kota neng kalinyamat wetan tegal selatan;-1;-1;-1;-1
23/11/2021 13:56;antaranews;Foto: Curah hujan tinggi dan buruknya drainase mengakibatkan ratusan rumah di sejumlah wilayah Kota Tegal terendam banjir.    https://t.co/34z2R3Ezho;-1;-1;0;-1
23/11/2021 13:54;tegalfess;[tf] di tegal harganya masih segini atau udh naik ya? soalnya kemaren beli di luar kota ternyata harganya beda sekitar 2-3k  https://t.co/WSxPoSNbgg;-1;-1;-1;-1
23/11/2021 12:20;Pahlawa07107640;Tegal kota kec margadana banjir @ganjarpranowo  @dinsosjateng  https://t.co/fKNA3PrwcH;-1;-1;-1;-1
23/11/2021 12:00;suarapanturacom;Kota Tegal Rawan Banjir, Pemerintah Malah Fokus Bangun Penerangan Jalan Umum  https://t.co/u2IxJyayYI;-1;-1;0;-1
23/11/2021 12:00;suarapanturacom;Banjir Kota Tegal, ini Dia Ruas Jalan yang tergenang Air  https://t.co/bv8ieB7s0h;-1;-1;0;-1
23/11/2021 11:59;suarapanturacom;Diguyur Hujan Semalam, Beberapa Ruas Jalan Di Kota Tegal Dipenuhi Genangan Air dan Sampah  https://t.co/FW7Lwjg0fc;-1;-1;0;-1
23/11/2021 11:57;cakbrewok;Hallo @pln_123 mohon informasi pemadaman di sebagian wilayah Kecamatan Medan Area, Kelurahan Tegal Sari III, Kota Medan sebab apa dan akan berapa lama ya? Terima kasih.;-1;-1;-1;-1
23/11/2021 11:34;narkobatglkota;Polri hadir di tengah masyarakat untuk membantu evakuasi korban banjir Kota Tegal - Di tengah Pandemi Covid-19 yang saat ini melanda seluruh pelosok daerah, kini bencana banjir pun juga mulai melanda sejumlah wilayah di Kota Tegal akibat hujan deras yang mengguyur semalam suntuk  https://t.co/RoRgRVqB9y;-1;-1;1;-1
23/11/2021 11:17;jayaberkahstore;Minyak Habbatussauda Oil Kapsul HABBAT'S MUMTAAZ Ruqyah 7in1 Di Kota Dan Kabupaten Di Semarang, Magelang, Surakarta / Solo, Yogyakarta, Purworejo, Kebumen, Gombong, Purwokerto, Banyumas, Cilacap, Banjarnegara, Purbalingga, Wonosobo, Tegal dll  https://t.co/Gap1zC4M0E;-1;-1;-1;-1
23/11/2021 11:13;tegalfess;[TF] Ada yg tau gak klo beli karpet yg bagus2 dmana? Kota tegal ya. Trimakasih;-1;-1;-1;-1
23/11/2021 11:03;mandasiafolk;@yourhellbunny @tegalfess Tapi lg tinggal di kota sebelah ren, tar klo ke Tegal kukabari ya..hehe;-1;-1;-1;-1
23/11/2021 11:00;sebayu_94FM;Maman Suherman,Kabid Pariwisata Disporapar Kota Tegal mengatakan pemantauan dilakukan adalah kegiatan rutin setiap tahun, yaitu dengan mendatangi tempat usaha pariwisata seperti hotel, restoran, kafe,tempat karoke,panti pijat dan bioskop.   Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/zv7OGtSU8r;1;-1;-1;-1
23/11/2021 10:43;LSumpang;Polres Tegal Kota Gencarkan Patroli Unit K-9 di Sejumlah Gereja Di Kota Tegal Menjelang Natal dan Tahun Baru . . @humas_poldajateng @humas_polresta_tegal  https://t.co/tcz43nqqv2;-1;-1;-1;-1
23/11/2021 10:35;narkobatglkota;Polres Tegal Kota Gencarkan Patroli Unit K-9 di Sejumlah Gereja Di Kota Tegal Menjelang Natal dan Tahun Baru . . @humas_poldajateng @humas_polresta_tegal  https://t.co/JLRGfkFANF;-1;-1;-1;-1
23/11/2021 09:29;bellielish;@tegalfess Minggu kemaren mau vaksin di dinkes yg domisili kota tegal diarahin suruh vaksin di polres, dosis 1 maupun 2. Lgsg aja kesana nder;-1;-1;1;-1
23/11/2021 08:01;doel__ali;Kota Tegal dan Sekitarnya semalaman diguyur hujan deras, banjir dan genangan air seperti biasa ada di sejumlah titik.. Depan rumah Alhamdulillah cepat surut semenjak perbaikan drainase.. air jadi cepat surut tidak seperti sebelumnya..;-1;-1;1;-1
23/11/2021 07:44;zepforte;Semoga banjir didaerah Tegal kota dan sekitarnya segera surut 😭🤲  Aamiin;-1;-1;-1;-1
23/11/2021 07:25;tegalfess;[TF] info sing banjir, tegal kota.;-1;-1;-1;-1
23/11/2021 07:19;Dionisius2092;@bmkg_semarang min... wilayah tegal dan kota tegal banyak yg banjir nih;-1;-1;0;-1
23/11/2021 06:35;Mersil93;@IndosatOoredoo sinyal indosat di pantura kota tegal kenapa lemot sekali. Jarang 4G. Seringnya sinyal H+ TOLONG DIPERBAIKI JARINGAN INDOSAT DI KOTA TEGAL KHUSUSNYA DI PANTURA. SAYA PELANGGAN  INDOSAT SUDAH 10 TAHUN LEBIH MERASA KECEWA. SINYAL LEMOT. TERIMAKSIH;-1;-1;0;-1
23/11/2021 06:34;Mersil93;@IndosatOoredoo sinyal indosat di pantura kota tegal kenapa lemot sekali. Jarang 4G. Seringnya sinyal H+ TOLONG DIPERBAIKI JARINGAN INDOSAT DI KOTA TEGAL KHUSUSNYA DI PANTURA. MAKASIH;-1;-1;0;-1
23/11/2021 05:20;anjas_moch;@tegalfess hrg tanah d Kota Tegal, sudah 2,2 jt/m²;-1;-1;-1;-1
23/11/2021 00:17;fadhitya23;@infomitigasi Bsa diprediksi lama ndak min? Tegal kota sudah banjir dimana² 😥;-1;-1;0;-1
22/11/2021 22:26;DodhoAhmad;@kempanrb @infotegal prestasi wong kota tegal min;-1;-1;-1;-1
22/11/2021 21:57;GATRA_com;PPKM Level 3 Serentak, Ruang Publik di Kota Tegal Ditutup Lagi  #ruang #publik #ppkm #level #3 #tegal #libura #natal #dan #tahun #baru #tutup  https://t.co/g0QGbmkfEj;-1;-1;0;-1
22/11/2021 20:51;Hans_118;Kemarin bermalam di kota portugal (tegal) , ini malam di pekalongan , macam safari malam kutengok 😁  #kangenkamu 🤭 eh kangen rumah #dinas  https://t.co/zkOUGrYZjU;-1;-1;-1;-1
22/11/2021 19:14;tegalfess;tempat cuci motor di tegal kota dimana ya guys? rekomendasiin yg bersih dan kinclong , tadi belom jam 4 dah pd tutup . pdhl sekalian plg kerja :( [tf];-1;-1;-1;-1
22/11/2021 18:51;tegalfess;[TF] Di tegal kota ada yg jual pewarna batik kayak gini nggak ya? Kalau ada, dimana? Tolong infonya dong, makasih  https://t.co/09imfBOnNA;-1;-1;-1;-1
22/11/2021 18:23;kompascom;Jelang PPKM level 3 di seluruh Indonesia, Pemerintah Kota Tegal, Jawa Tengah menutup sejumlah ruang publik.  https://t.co/8PoAqqtuhj;-1;-1;0;-1
22/11/2021 18:18;iway_pratama;@SiPeNutur Pangenan klo dr kota cirebon arah tegal Koreksi bang klo salah 🙏🙏🙏;-1;-1;-1;-1
22/11/2021 18:10;disnakerintegal;Pejuang CPNS Kota Tegal. Siapkan diri kalian untuk berjuang di SKB CPNS Pemerintah Kota Tegal.  pantau terus pengumuman di @BkppdKotaTegal  tetep semangat dan semoga sukses...;-1;-1;-1;-1
22/11/2021 17:44;KPUKotaTegal;Dengan narasumber Dra. Sri Sutjiatmi MSi, dari dosen Fisip Universitas Panca Sakti Kota Tegal, Drs. Thomas Budiono dari KPU Kota Tegal dan Akbar Kusharyanto, S.E dari Bawaslu Kota Tegal,;-1;-1;-1;-1
22/11/2021 17:44;KPUKotaTegal;(22/11) Di hari terakhir safari pendidikan politik pemilih pemula masih bersama Bakesbangpol, Fisip UPS, KPU Kota Tegal dan Bawaslu dilaksanakan di SMK N 3 Kota Tegal.  https://t.co/OdiVvU0QM7;-1;-1;-1;-1
22/11/2021 16:54;tegalfess;[TF] minta tolong infonya dong, kalo mau ke Dinas Koperasi, UKM Dan Perdagangan Kota Tegal itu di sebelah mana, jam operasionalnya kapan dan ada syaratnya engga ya? Terima kasih🙏;-1;-1;-1;-1
22/11/2021 16:15;infoplus_news;New post (Kebakaran Belasan Kapal di Kota Tegal Diselidiki Polisi) has been published on INFOPLus -  https://t.co/lieJmv3Ats;-1;-1;-1;-1
22/11/2021 15:30;narkobatglkota;Kepala Kepolisian Resor Tegal Kota  Beserta Staf dan Bhayangkari Mengucapkan  Selamat Ulang Tahun Ke-55 Kapolda Jawa Tengah Irjen Pol Drs Ahmad Luthfi S.H.,  https://t.co/qQ3MQ2Mz09., M.K.  @humas_poldajateng  @humas_polresta_tegal  https://t.co/fxg4FdS4KN;-1;-1;-1;-1
22/11/2021 15:20;tegalfess;[tf] mau liat info pemadaman listrik area kota tegal dimana ya? selain melalui telfon;-1;-1;1;-1
22/11/2021 12:27;suarapanturacom;Pemilik Burung Merpati 2 Miliar di Kota Tegal Ternyata Memiliki Puluhan Karyawan  https://t.co/CNtGViF3aq;-1;-1;-1;-1
22/11/2021 12:05;dafinrui;@unnesmenfess Ini pasti orang tegal sender nya, di base kota tegal ada yg nanya sama persis kyk gini di waktu yg berdekatan wkwkkw;-1;-1;-1;-1
22/11/2021 11:14;PPPLarangan;(17/11/2021)  Kunjungan Kepala @dkpjateng ke lokasi kebakaran kapal di galangan kapal kota tegal. Semoga pemilik kapal dan abk yang terkena dampaknya bisa diberikan ketabahan dan bisa diberikan kemudahan lagi dalam menjalankan usahanya.  @djpt_kkp  https://t.co/fYIT9KpOif;-1;-1;-1;-1
22/11/2021 10:16;Lintas_MNCTV;Seekor burung merpati milik warga Tegal, Jawa Tengah, terjual seharga Rp2 miliar. Merpati istimewa ini dikenal sebagai raja dunia balapan merpati di berbagai kota. KSC  #MNCTVNews #LintasiNewsPagi #Burung #BurungMerpati #Merpati #Tegal #JawaTengah #Cuan  https://t.co/CbLKuZLpfG;-1;-1;-1;-1
22/11/2021 09:07;bank_indonesia;@dortmound157 kami sarankan kamu dapat menghubungi Kantor Perwakilan Bank Indonesia kota Tegal melalui nomor telepon (0283) 350500 agar didapati informasi yang relevan mengenai layanan penukaran uang pecahan kecil.;-1;-1;1;-1
22/11/2021 07:51;DisdukTegalKota;Disdukcapil Kota Tegal selalu berupaya untuk terus meningkatkan pelayanan kepada warga Kota Tegal, dengan Dukcapil Go Digital diharapkan semakin memberikan kemudahan dan kenyamanan dalam pengurusan Dokumen Kependudukan dan Pencatatan Sipil  https://t.co/MBxhrKgi5d;-1;-1;-1;-1
22/11/2021 06:44;PolairJateng;Giat KP IX-1003 Tegal   A. KP IX-1003 melaksanakan kegiatan Patroli Perairan dalam rangka Harkamtibmas Di wilayah hukum Perairan Tegal Kota dengan Route Patroli Perairan  Pelb Tegal - TPI Tegalsari   https://t.co/SoUoyWbwK0 IX-1003 melaksanakan pemantauan dan pengawasan di sekitar  https://t.co/L3k3PWRw2z;-1;-1;-1;-1
21/11/2021 23:31;mncrgknskl;@TedHilbert kota tegal zero covid per hari ini:  https://t.co/uvW9l2WIvT;-1;-1;-1;-1
21/11/2021 20:36;beritapanturaid;Istri Sekda Kota Tegal Meninggal Dunia  https://t.co/EnLp60HtkC;-1;-1;-1;-1
21/11/2021 20:17;kumparan;Rajeg séng sing nutupi Alun-alun Kota Tegal, Jawa Tengah molai diuculi. Tapi senajan wis dibuka, akses lawang manjing ésih ditutup lan durung olih dikunjungi. #publisherstory  https://t.co/xiQrGwcCMG;-1;-1;0;-1
21/11/2021 20:00;SeputariNews;Beberapa waktu lalu sempat viral burung merpati milik warga Pekalongan, bernama Jaguar terjual seharga Rp1,5 miliar. Di Kota Tegal, Jawa Tengah, ada burung merpati harganya Rp2 miliar. PAA  #BurungMerpati #Merpati #Tegal #JawaTengah #Miliarder #SeputariNewsSiang #SeputariNewsRCTI  https://t.co/6gmqKYUOxF;-1;-1;-1;-1
21/11/2021 19:54;kompascom;Seekor burung merpati bernama Rampok dibeli dengan harga fantastis, yakni Rp 2 miliar. Pembelinya adalah warga Kota Tegal, Jawa Tengah, yaitu Yunius Martin (41) dan dua rekannya - #Kompascom #JernihkanHarapan    https://t.co/1emPu9E27y  https://t.co/QVUTOfD1Jo;-1;-1;-1;-1
