,date,username,tweet,wisata/hiburan,pendidikan,fasilitas/layanan publik,kuliner
290,26/11/2021 16:41,AzmiFaiqoh,"@KAI121 setuju jadiin museum min, dirawat dan difungsikan biar awet sampe beratus tahun kemudian. Kota Tegal masih jarang museum juga.",1,-1,-1,-1
296,26/11/2021 14:21,infotegal,"Pentas Seni Masyarakat Dan Sekolah Persembahan Dari Dinas Pendidikan Dan Kebudayaan Tegal Kota “ Pesona Tegal Keminclong “  Saksikan di Channel Youtube Disdikbud Kota Tegal &amp; Diskominfo Tegal Kota Sabtu, 27 November 2021 Jam 10.00 WIB  https://t.co/Cv1DfVLc51",1,-1,-1,-1
316,25/11/2021 15:44,lewatmana,"Tol Dalam Kota dr Cawang menuju Semanggi macet, tersendat di Exit Tegal Parang &amp;amp; Polda. #JKTT  https://t.co/J9BGuwhRm1 (via @nabilaaII)",-1,-1,0,-1
317,25/11/2021 15:44,nabilaaII,"@lewatmana Tol Dalam Kota dr Cawang menuju Semanggi macet, tersendat di Exit Tegal Parang &amp; Polda. #JKTT  https://t.co/EsuaNTywlp",-1,-1,0,-1
320,25/11/2021 14:39,infotegal,"Rujak Teplak Bu Kapsah, memang sangat sulit sekali untuk tidak membelinya saat mampir ke Toko Mitra Kota Tegal. Sayurannya banyak, ada kangkung, lembayung, tauge, pare, timun, kubis, tahu gambir, jantung pisang, dll.   Buka dari jam 9 -3 sore.  https://t.co/6l0LJobxt2",-1,-1,-1,1
321,25/11/2021 13:40,narkobatglkota,"Kepedulian personel Bhabinkamtibmas membersihkan sampah di aliran sungai Kel. Kemandungan Kec. Tegal Barat Kota Tegal, bersama warga setempat guna mencegah terjadinya bencana banjir di musim penghujan.  https://t.co/vYyG5PpfF5",-1,-1,1,-1
327,25/11/2021 12:50,LSumpang,"Kepedulian personel Bhabinkamtibmas membersihkan sampah di aliran sungai Kel. Kemandungan Kec. Tegal Barat Kota Tegal, bersama warga setempat guna mencegah terjadinya bencana banjir di musim penghujan. . #waspadabanjir  #janganbuangsampahkesungai  @humas_poldajateng  https://t.co/xWULRoIhFN",-1,-1,1,-1
329,25/11/2021 11:48,ArdiansyahTanto," @ganjarpranowo @Kemdikbud_RI @nadiemmakarim Itu sdh berjalan lama bang,, untuk guru dibawah binaan provinsi sudah sangat layak gajinya,, cuma untuk E364guru Kabupaten masih kecil,, karena apbd Kabupaten belum memadai,, kalau untuk lingkup kota, yg gaji guru sesuai UMK, itu kota Tegal",-1,0,-1,-1
331,25/11/2021 09:52,Elang326,"Pak @ganjarpranowo saya koq jadi sedih kota kelahiran saya tercinta, kota Tegal sejak di tata oleh walkotnya malah jadi mengorbankan kenyamanan warga dan merugikan pedagang ya, monggo dibaca ulasan berikut pak  https://t.co/dpMkfT3sCY",-1,-1,0,-1
332,25/11/2021 07:49,uwiewin,NU PEDULI Kota Tegal bersama elemen terkait terjun dalam giat evakuasi dan distribusi logistik dalm penanganan banjir di Kota Tegal. Dapur Umum NU Peduli masih dibuka di kecamatan Margadana. @Ubaidullah_Sdq @muzamilmahmud @PPLPBINU @pwlpbinujateng @bpbdjateng @BpbdTegalKota  https://t.co/zyJEyU7i4O,-1,-1,1,-1
341,24/11/2021 18:36,tegalfess,[TF] Gais info yg jual keraktelor area tegal kota dong.. maaciw,-1,-1,-1,1
342,24/11/2021 18:30,detikcom,"Banjir merendam Kecamatan Margadana, Kota Tegal, Jawa Tengah, sejak kemarin. Data terkini, banjir di tiga kelurahan wilayah itu mulai surut.  https://t.co/60Hs18CA2g",-1,-1,0,-1
346,24/11/2021 10:58,tvOneNews,"Bantu Sesama Korban Banjir di Kota Tegal, Warga Buka Dapur Umum  https://t.co/qjY7c5mJeA",-1,-1,1,-1
350,24/11/2021 06:59,PolairJateng,"PENGUNGSI WARGA TERDAMPAK BANJIR Di Pendopo Kantor Kec.Margadana Kota Tegal,   Warga Jalan Banyuwangi Rt 05 Rw 01 Kel.Sumurpanggang  Komandan KP IX 1003  https://t.co/fZ4Dwrji1a",-1,-1,0,-1
351,24/11/2021 06:14,Kisbianto1,LAZISMU KOTA TEGAL peduli korban banjir di wilayah kota Tegal  https://t.co/5b2CayHW15,-1,-1,1,-1
352,24/11/2021 03:03,detikcom,"Sejumlah kawasan di Kecamatan Margadana, Kota Tegal, Jawa Tengah, terendam banjir. Banjir ini akibat hujan yang mengguyur kawasan itu selama semalam.  https://t.co/lg762bnq0b",-1,-1,0,-1
353,23/11/2021 22:51,suarapanturacom,"Baru Dibuka, Taman Pancasila Kota Tegal Sudah Ditutup Lagi  https://t.co/BtyPOBPL6a",0,-1,0,-1
355,23/11/2021 22:08,panturapost,"Rumah Masih Tergenang, Seratusan Warga Kota Tegal Bertahan di Pengungsian   https://t.co/QZBvvy7her",-1,-1,0,-1
357,23/11/2021 21:20,kumparan,"Setelah rumahnya tergenang banjir, Selasa (23/11/2021) petang, seratusan warga di tiga kelurahan di Kecamatan Margadana, Kota Tegal, dilaporkan masih mengungsi. #publisherstory  https://t.co/gwaP77mcvq",-1,-1,0,-1
359,23/11/2021 16:45,republikaonline,Curah hujan tinggi dan buruknya drainase mengakibatkan banjir di Kota Tegal.   https://t.co/AZn8W18ojX,-1,-1,0,-1
362,23/11/2021 16:12,jawapos,Kota Tegal Dikepung Banjir  https://t.co/3fjXpI3YdI,-1,-1,0,-1
366,23/11/2021 15:04,FFOODFESS,"info kuliner di kota tegal dan brebes dong fess , kebetulan hari ini dan besok aku ada di 2 kota itu hihi",-1,-1,-1,1
369,23/11/2021 13:56,antaranews,Foto: Curah hujan tinggi dan buruknya drainase mengakibatkan ratusan rumah di sejumlah wilayah Kota Tegal terendam banjir.    https://t.co/34z2R3Ezho,-1,-1,0,-1
372,23/11/2021 12:00,suarapanturacom,"Kota Tegal Rawan Banjir, Pemerintah Malah Fokus Bangun Penerangan Jalan Umum  https://t.co/u2IxJyayYI",-1,-1,0,-1
373,23/11/2021 12:00,suarapanturacom,"Banjir Kota Tegal, ini Dia Ruas Jalan yang tergenang Air  https://t.co/bv8ieB7s0h",-1,-1,0,-1
374,23/11/2021 11:59,suarapanturacom,"Diguyur Hujan Semalam, Beberapa Ruas Jalan Di Kota Tegal Dipenuhi Genangan Air dan Sampah  https://t.co/FW7Lwjg0fc",-1,-1,0,-1
376,23/11/2021 11:34,narkobatglkota,"Polri hadir di tengah masyarakat untuk membantu evakuasi korban banjir Kota Tegal - Di tengah Pandemi Covid-19 yang saat ini melanda seluruh pelosok daerah, kini bencana banjir pun juga mulai melanda sejumlah wilayah di Kota Tegal akibat hujan deras yang mengguyur semalam suntuk  https://t.co/RoRgRVqB9y",-1,-1,1,-1
380,23/11/2021 11:00,sebayu_94FM,"Maman Suherman,Kabid Pariwisata Disporapar Kota Tegal mengatakan pemantauan dilakukan adalah kegiatan rutin setiap tahun, yaitu dengan mendatangi tempat usaha pariwisata seperti hotel, restoran, kafe,tempat karoke,panti pijat dan bioskop.   Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/zv7OGtSU8r",1,-1,-1,-1
383,23/11/2021 09:29,bellielish,"@tegalfess Minggu kemaren mau vaksin di dinkes yg domisili kota tegal diarahin suruh vaksin di polres, dosis 1 maupun 2. Lgsg aja kesana nder",-1,-1,1,-1
384,23/11/2021 08:01,doel__ali,"Kota Tegal dan Sekitarnya semalaman diguyur hujan deras, banjir dan genangan air seperti biasa ada di sejumlah titik.. Depan rumah Alhamdulillah cepat surut semenjak perbaikan drainase.. air jadi cepat surut tidak seperti sebelumnya..",-1,-1,1,-1
387,23/11/2021 07:19,Dionisius2092,@bmkg_semarang min... wilayah tegal dan kota tegal banyak yg banjir nih,-1,-1,0,-1
388,23/11/2021 06:35,Mersil93,@IndosatOoredoo sinyal indosat di pantura kota tegal kenapa lemot sekali. Jarang 4G. Seringnya sinyal H+ TOLONG DIPERBAIKI JARINGAN INDOSAT DI KOTA TEGAL KHUSUSNYA DI PANTURA. SAYA PELANGGAN  INDOSAT SUDAH 10 TAHUN LEBIH MERASA KECEWA. SINYAL LEMOT. TERIMAKSIH,-1,-1,0,-1
389,23/11/2021 06:34,Mersil93,@IndosatOoredoo sinyal indosat di pantura kota tegal kenapa lemot sekali. Jarang 4G. Seringnya sinyal H+ TOLONG DIPERBAIKI JARINGAN INDOSAT DI KOTA TEGAL KHUSUSNYA DI PANTURA. MAKASIH,-1,-1,0,-1
391,23/11/2021 00:17,fadhitya23,@infomitigasi Bsa diprediksi lama ndak min? Tegal kota sudah banjir dimana² 😥,-1,-1,0,-1
393,22/11/2021 21:57,GATRA_com,"PPKM Level 3 Serentak, Ruang Publik di Kota Tegal Ditutup Lagi  #ruang #publik #ppkm #level #3 #tegal #libura #natal #dan #tahun #baru #tutup  https://t.co/g0QGbmkfEj",-1,-1,0,-1
397,22/11/2021 18:23,kompascom,"Jelang PPKM level 3 di seluruh Indonesia, Pemerintah Kota Tegal, Jawa Tengah menutup sejumlah ruang publik.  https://t.co/8PoAqqtuhj",-1,-1,0,-1
405,22/11/2021 15:20,tegalfess,[tf] mau liat info pemadaman listrik area kota tegal dimana ya? selain melalui telfon,-1,-1,1,-1
410,22/11/2021 09:07,bank_indonesia,@dortmound157 kami sarankan kamu dapat menghubungi Kantor Perwakilan Bank Indonesia kota Tegal melalui nomor telepon (0283) 350500 agar didapati informasi yang relevan mengenai layanan penukaran uang pecahan kecil.,-1,-1,1,-1
415,21/11/2021 20:17,kumparan,"Rajeg séng sing nutupi Alun-alun Kota Tegal, Jawa Tengah molai diuculi. Tapi senajan wis dibuka, akses lawang manjing ésih ditutup lan durung olih dikunjungi. #publisherstory  https://t.co/xiQrGwcCMG",-1,-1,0,-1
439,20/11/2021 20:03,kumparan,"Kendati sudah dibuka, namun akses pintu masuk Alun-alun Kota Tegal masih ditutup dan belum boleh dikunjungi oleh masyarakat. #publisherstory  https://t.co/T8B95yeqPl",-1,-1,0,-1
446,20/11/2021 14:18,by1getwan,Ke kota Tegal hanya untuk berwisata kuliner🥳  https://t.co/YX5Slun1gS,-1,-1,-1,1
451,20/11/2021 08:26,narkobatglkota,Dalam upaya memelihara keamanan dan ketertiban masyarakat di wilayah Kota Tegal terus dilakukan jajaran Polres Tegal Kota dengan membangun komunikasi bersama seluruh komponen masyarakat dan tokoh agama serta para ulama. .  https://t.co/iDmxgcKxRi,-1,-1,1,-1
456,19/11/2021 20:35,kumparan,"Agar kebakaran tidak terulang kembali, Pemerintah Kota (Pemkot) Tegal diminta menyediakan mobil pemadam kebakaran di kawasan pelabuhan. #publisherstory  https://t.co/4XXmvILw8g",-1,-1,1,-1
461,19/11/2021 19:05,tegalfess,"[tf] gais kasih tau yang jual bubur kacang ijo di malem"" di tegal kota dong makasi",-1,-1,-1,1
467,19/11/2021 15:07,elisa_jkt,"KAI ini sedang fokus gusur2 di berbagai kota. Semarang, Tegal dan kini Bandung.  Mungkin perlu korban2 bersatu secara nasional dan gugat KAI? @YLBHI",-1,-1,0,-1
471,19/11/2021 13:56,tegalfess,[TF] Saranin Cafe yg instagramable + makanannya enak daerah tegal kota,1,-1,-1,1
473,19/11/2021 13:41,tegalfess,"[tf] ada yang tau ga dimana yang jual gado"" siang gini di tegal kota? makasi",-1,-1,-1,1
480,19/11/2021 08:14,Araghutama,"Pantai Alam Indah, Kota Tegal, Jawa Tengah.  https://t.co/YRaMcCLWBI",1,-1,-1,-1
491,18/11/2021 19:04,tegalfess,[TF] di tegal kota yg ada japanese fast food kek bento2 gitu di mana ya?,-1,-1,-1,1
507,18/11/2021 14:03,kumparan,Wali Kota Tegal berharap kawasan industri maupun home industri  agar memperhatikan akses masuk untuk mobil pemadam kebakaran. #publisherstory  https://t.co/ckpcw78fFy,-1,-1,1,-1
508,18/11/2021 14:00,PramborsSMG,"Kebakaran melanda 15 kapal ikan di galangan kapal Jalan Bali, Kota Tegal, Rabu, 17 November 2021. Kebakaran yang terjadi sekitar pukul 01.30 WIB, ditaksir mengalami kerugian hingga 50 miliar.  Selengkapnya  https://t.co/U32KYlPJOZ  #PramborsNews  https://t.co/t3apSeEQr4",-1,-1,0,-1
509,18/11/2021 13:49,panturapost,Wali Kota Tegal berharap kawasan industri maupun home industri  agar memperhatikan akses masuk untuk mobil pemadam kebakaran.   https://t.co/4az46dMlVv,-1,-1,1,-1
520,18/11/2021 07:09,ElshintaDotcom,Polisi selidiki kebakaran belasan kapal di Kota Tegal  https://t.co/RtKFZGcz8J,-1,-1,1,-1
521,18/11/2021 06:34,RadioElshinta,Polisi selidiki kebakaran belasan kapal di Kota Tegal.   https://t.co/zjBlFY93q6,-1,-1,1,-1
522,18/11/2021 00:43,indozonemedia,"Polisi turun tangan menyelidiki kasus terbakarnya belasan kapal di dua galangan di Kelurahan Mintaragen, Kota Tegal, Rabu (17/11).  https://t.co/0XnXi557g0",-1,-1,1,-1
523,17/11/2021 23:08,KompasTV,"Belasan Kapal di Pelabuhan Kota Tegal Hangus Dilahap Api, Polisi Masih Selidiki Sebab Kebakaran  https://t.co/qkpV9Ww0u5  https://t.co/D4kXpjEZYg",-1,-1,1,-1
529,17/11/2021 21:32,lampungpost_,"Pihak Kepolisian Daerah Jawa Tengah masih melakukan penyelidikan atas terbakarnya belasan unit kapal di Kota Tegal, Jawa Tengah. #kapalterbakar #kebakaran #kebakarankapal #kapalterbakar #tegal #lampostco   https://t.co/iHpnu1d6jA",-1,-1,1,-1
531,17/11/2021 21:02,monologis_id,Polisi melakukan penyelidikan terkait kebakaran yang terjadi dua galangan kapal di Kota Tegal yaitu milik PT Tegal Shipyard Utama (TSU) dan CV Sumber Pangan Tegal.   https://t.co/m9fofrJN7Z,-1,-1,1,-1
533,17/11/2021 20:37,kumparan,"Gubernur Jawa Tengah, Ganjar Pranowo telah memerintahkan jajarannya untuk segera melakukan assessment dan pengecekan peristiwa kebakaran kapal di Kota Tegal, Rabu (17/11/2021). #publisherstory  https://t.co/Q7iVkTjOlr",-1,-1,1,-1
534,17/11/2021 20:30,jawapos,Polisi Selidiki Kebakaran Belasan Kapal di Kota Tegal  https://t.co/9Ktzs00JeM,-1,-1,1,-1
535,17/11/2021 20:26,FirmRei,"Api Berhasil Dipadamkan, Polisi Selidiki Penyebab Terbakarnya 13 Kapal di Kota Tegal  https://t.co/Xb4q97RnMF",-1,-1,1,-1
537,17/11/2021 20:17,cendananews,Kebakaran Belasan Kapal di Kota Tegal Diselidiki Polisi  https://t.co/IfznAeBa7z,-1,-1,1,-1
538,17/11/2021 20:16,potensi_bisnis,"Kebakaran Kapal di Kota Tegal, Ganjar Intruksikan Dinas KKP Segera Bereskan  https://t.co/53LsHJMAJF",-1,-1,1,-1
539,17/11/2021 20:15,AwalMediaN,Polisi Selidiki Penyebab Terbakarnya 13 Kapal di Dua Galangan Kapal Kota Tegal -  https://t.co/Gh5QL1tgi7   #AwalMediaNusantara #Berita,-1,-1,1,-1
540,17/11/2021 20:15,radarmasnetwork,Kebakaran Hanguskan 14 Kapal Nelayan di Kota Tegal #HeadlineNews #Insiden #JawaTengah  https://t.co/O6P1eOuqN9,-1,-1,1,-1
541,17/11/2021 20:14,KPUKotaTegal,"diikuti oleh 100 siswa siswi dari SMA Negeri Kota Tegal.  Simak lengkapnya di IG TV KPU Kota Tegal ya Jadilah pemilih cerdas…gunakan hak pilihmu, pilihanmu menentukan masa depan bangsa.  #KPUMelayani #bakohumaskpujateng  #pemilihpemula  #pemilu2024",-1,1,-1,-1
543,17/11/2021 20:08,aktualofficial,Polisi Selidiki Penyebab Kebakaran Belasan Kapal di Kota Tegal  https://t.co/gpjLC5kuGM,-1,-1,1,-1
546,17/11/2021 19:32,IdMatakita,Polisi Selidiki Penyebab Terbakarnya 13 Kapal di Kota Tegal  https://t.co/UKZR7SC3f8,-1,-1,1,-1
547,17/11/2021 19:26,mediaindonesia,Ganjar Respons Cepat Kebakaran Kapal Nelayan di Kota Tegal   https://t.co/JJg0rlGGxa,-1,-1,1,-1
548,17/11/2021 19:18,voidotid,Gubernur Jawa Tengah Ganjar Pranowo menginstruksikan Kepala Dinas Kelautan dan Perikanan Fendiawan Triskiantoro bergerak cepat melihat kondisi dan membantu nelayan yang menjadi korban kebakaran belasan kapal di Pelabuhan Kota Tegal.  https://t.co/D7r251VHGd,-1,-1,1,-1
550,17/11/2021 18:18,kumparan,"Sejauh ini, polisi telah memeriksa empat orang saksi atas peristiwa itu. Menurutnya, ada dua galangan kapal di Kota Tegal terbakar yaitu milik PT Tegal Shipyard Utama (TSU) dan CV Sumber Pangan Tegal.  https://t.co/xLRc5I7jKu",-1,-1,1,-1
551,17/11/2021 18:10,inewsdotid,Ganjar Pranowo merespons laporan para nelayan terkait kebakaran kapal di galangan kompleks Pelabuhan Kota Tegal.   https://t.co/1rO5RhH6vi.,-1,-1,1,-1
555,17/11/2021 17:24,Jateng_Twit,"Kebakaran kapal di Pelabuhan Kota Tegal, Jawa Tengah akhirnya padam setelah lebih dari 12 jam api berkobar.  https://t.co/kx5CeZ3y42",-1,-1,0,-1
560,17/11/2021 16:56,RadioRasika,"Gubernur Jawa Tengah Ganjar Pranowo telah memerintahkan jajarannya untuk segera melakukan assessment dan pengecekan peristiwa kebakaran kapal yang terjadi di Kota Tegal, Rabu (17/11). Laporan tentang kebakaran tersebut, diterima Ganjar langsung dari par...  https://t.co/TqiiPSm841",-1,-1,1,-1
570,17/11/2021 14:28,klubbukupetra,"Novel yang telah diterbitkan sejak November 2019 lalu ini mengambil latar pada Banjar Tegal Sirah, sebuah desa yang merupakan bagian dari Kota Carik di Bali yang tak luput dari tragedi genosida di tahun 1965...",1,-1,-1,-1
575,17/11/2021 11:55,narkobatglkota,Edukasi Tertib Lalu Lintas Dan Prokes Kepada Satgas Covid-19 Pelajar Se Kota Tegal . . @humas_poldajateng @humas_polresta_tegal @satlantastegalkota  https://t.co/0QSqu2kSxH,-1,-1,1,-1
579,17/11/2021 11:08,kumparan,"Hingga 10.30 WIB, api masih membakar kapal-kapal di Galangan Kota Tegal. Mobil Damkar kesulitan akses masuk ke lokasi. #publisherstory  https://t.co/exRqRAkKlI",-1,-1,0,-1
580,17/11/2021 10:50,medcom_id,Belasan Kapal di Kota Tegal Terbakar  https://t.co/8FurRrNs9U via @medcom_id #CekDuluMedcom #carabarumenikmatimedcom,-1,-1,0,-1
581,17/11/2021 10:44,Radar_Cirebon,"TEGAL - Kebakaran melalap 15 kapal yang sedang diparkir di galangan kapal, Jalan Bali Kota Tegal. Api masih belum berhasil dijinakan hingga  https://t.co/PqCNPVae17",-1,-1,0,-1
582,17/11/2021 10:41,mediaindonesia,"KEBAKARAN terjadi di kawasan galangan kapal di Kota Tegal Jawa Tengah, Rabu (17/11) pagi, menyebabkan belasan kapal ludes terbakar.   https://t.co/sQHqZ3SKoe",-1,-1,0,-1
594,17/11/2021 06:24,Sumarnotegal,Yuhh pemerintah kota Tegal ageh ageh natani kawasan pantai muaraanyar eben ana kemajuan neng desane lan dadi kemajuan kota tegale 🏖️🙏 @sandiuno @ganjarpranowo @disporaparjtg @PemkotTegal @MJJumadi @destinasipariwisatategal @bappedakotategal @disperkimkotategal @dpuprkotategal  https://t.co/HcCSz2rHj7,1,-1,0,-1
597,16/11/2021 21:26,KPUKotaTegal,Kegiatan ini diikuti oleh 100 siswa dari SMA Negeri 1 Kota Tegal dan akan dilaksanakan selama tujuh hari kedepan dengan tempat dan peserta yang berbeda- beda.  Penasaran kan?Tunggu kedatangan kami yaa..  Yuk ikuti terus kegiatannya di IG TV KPU Kota Tegal.  #KPUMelayani,-1,1,-1,-1
599,16/11/2021 21:03,mayfat_,Baru saja mengirim foto @ Taman Pancasila Kota Tegal  https://t.co/yr19FVQ4aO,1,-1,-1,-1
600,16/11/2021 20:45,kumparan,"Rumah-rumah warga di Kel. Margadana dan Cabawan, Kecamatan Margadana, Kota Tegal, yang juga dikenal sebagai Kampung Warteg, Selasa (16/11/2021), disweeping Satgas COVID-19 Kota Tegal. #publisherstory  https://t.co/p4IpYnb9sW",1,-1,-1,1
625,16/11/2021 09:50,PemkotTegal,"Wali Kota Tegal, H. Dedy Yon Supriyono menyebut Kemah Sastra dapat menumbuhkan minat baca dan tulis pelajar terhadap sastra melalui workshop penulisan sastra, praktek penulisan sastra hingga lomba penulisan cerpen.  https://t.co/dWAlaK7KV9",-1,1,-1,-1
626,16/11/2021 09:50,PemkotTegal,"Wali Kota Tegal, H. Dedy Yon Supriyono bersama 33 orang menerima penghargaan dalam rangka Hari Kesehatan Nasional (HKN) ke-57 Tahun 2021.  https://t.co/TL5YXUZnUB",-1,1,-1,-1
628,16/11/2021 09:33,kompascom,"Polisi meringkus seorang paman di Kota Tegal, Jawa Tengah, yang tega mencabuli keponakan yang masih di bawah umur.  https://t.co/KmYJ5YVXU5",-1,-1,1,-1
629,16/11/2021 08:44,beritapanturaid,Wali Kota Tegal Berharap Kemah Sastra Tumbuhkan Minat Baca Tulis Pelajar  https://t.co/nsy3uI2pbR,-1,1,-1,-1
630,16/11/2021 08:04,beritapanturaid,Ngontel Bareng Kosti Jelajahi Bangunan Bersejarah Kota Tegal  https://t.co/zSxqLS3OnI,1,-1,-1,-1
631,16/11/2021 07:56,beritapanturaid,Polres Tegal Kota dan OJK Sepakat Berantas Investasi dan Pinjol Ilegal  https://t.co/LukaVxYC4e,-1,-1,1,-1
635,16/11/2021 06:51,HangoutYuk,"Wisata Guci Tegal, Rileks Sejenak Di Pemandian Air Panas Kota Ngapak  https://t.co/tir4UYRVp4  https://t.co/spaNXRUtWI",1,-1,-1,-1
639,15/11/2021 21:43,panturapost,"Progres Proyek “Malioboro” Baru 17 Persen, Sekda Kota Tegal Optimistis 25 Desember Rampung   https://t.co/u5oTQ3SapT",1,-1,1,-1
654,15/11/2021 13:10,sebayu_94FM,Proyek pembangunan jalan Ahmad Yani Kota Tegal yang membuat trotoar dengan lebih lebar di pinggir kanan dan kirinya sampai hari ini Senin (15/11) baru mencapai 17%.  Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/s2HVZIQio0,-1,-1,0,-1
664,14/11/2021 20:08,infotegal,"Selamat kepada peserta yang lulus tahapan seleksi CASN 2021 pada Seleksi Kompetensi Dasar (SKD) serta Seleksi Kompetensi (Selkom) PPPK di Instansi Kabupaten dan Kota Tegal.  Untuk pengumumannya, bisa juga dilihat dan diunduh di alamat:   https://t.co/NCy0PXWOfl  https://t.co/0JkVKd0Yzs",-1,1,-1,-1
665,14/11/2021 20:08,panturapost,Rombongan menjelajah 5 bangunan bersejarah di Kota Tegal.   https://t.co/UAuZyuGd6N,1,-1,-1,-1
666,14/11/2021 19:02,tegalfess,"guys rekomen angkringan area tegal kota yang worth it dongg, tia♡ [tf]",1,-1,-1,1
669,14/11/2021 17:32,imam_bepe,"liat konten IG kuliner tegal ternyata usaha rmh mkn sate kambing subur bgt tumbuh disini, kaya ga ada abiznya lah wkwk klo temen dr luar kota nanya sate mana yg enak, tinggal jawab mau yg harganya berapa hehe",-1,-1,-1,1
674,14/11/2021 13:26,RudyHar45774547,"@ganjarpranowo tanggul jebol di daerah desa jeruk sari kabupaten pekalongan. Dampaknya sampai ke desa tegal dowo,desa pasir sari kec.pasirkratonkramat kel.pekalongan barat kota pekalongan  https://t.co/rxkWlVVOTy",-1,-1,0,-1
678,14/11/2021 10:48,tegalfess,[tf] rekomendasi ketoprak yg ada telurnya daerah tegal kota dong hehe Maaciww,-1,-1,-1,1
679,14/11/2021 10:08,tegalfess,[tf] rekomen makanan yg enak jam segini di kota tegal plissss,-1,-1,-1,1
691,13/11/2021 08:50,tegalfess,"Tolong rekomendasikan coffeshop di Tegal kota/ Kabupaten yang buka 24 jam dong, terima kasih [tf]",1,-1,-1,1
700,12/11/2021 14:37,kumparan,Belum diketahui apa penyebab pasti rusaknya fasilitas umum di jantung Kota Tegal itu. #publisherstory  https://t.co/bXqEhcIalp,-1,-1,0,-1
715,11/11/2021 22:37,panturapost,"Satuan Tugas (Satgas) Penanganan COVID-19 Kelurahan Bandung, Kecamatan Tegal Selatan, Kota Tegal terus melakukan razia menyasar warga yang belum divaksin.   https://t.co/7HUXbmyUx4",-1,-1,1,-1
718,11/11/2021 22:04,Sumarnotegal,"Pantai muaraanyar KOTATEGAL belum ada respon dari dinas disporaparkotategal dan bappedakotategal maupun dinas terkait, sangat di sayangkan terhadap tanah air Pertiwi kotaTegal, hanya di abaikan jangan salahkan bila kami tidak percaya kepada pemerintah kotaTegal @ganjarpranowo  https://t.co/JXeuM1bLHP",-1,-1,0,-1
727,11/11/2021 15:34,Tirtoe,@IndosatCare Jaringan di kota tegal error min?,-1,-1,0,-1
736,11/11/2021 11:11,Nooraziza1Noor,Destinasi kota Tegal🐣☺  https://t.co/z9VI7lWjKd,1,-1,-1,-1
739,11/11/2021 10:06,dukcapilslawi,proses rekam biomterik KTP-el Luar Domisili warga Kota Bogor di Disdukcapil Kabupaten Tegal  https://t.co/qOpRVcgRJ8,-1,-1,1,-1
765,10/11/2021 11:42,narkobatglkota,"Polri melayani sepenuh hati, dalam membantu lansia mendapatkan vaksinasi Covid-19 yang di gelar di halaman Mapolres Tegal Kota. Rabu (10/11/21). . #ayovaksinlur #ayovaksìncovid19 @humas_poldajateng  @humas_polresta_tegal  @bharetta_id  @satlantastegalkota  https://t.co/eqTLgt1g0j",-1,-1,1,-1
778,09/11/2021 18:23,tegalfess,[tf] saranin cafe area tegal kota yg enak buat nugas sendirian,1,-1,-1,-1
782,09/11/2021 17:09,infotegal,"Kalau tiap sudut kota ada taman kecil/mini seperti ini, bisa menambah keindahan sudut kota, apalagi yang lokasinya cukup strategis, seperti perempatan gantung dengan monumen laka-laka-nya.  Mudah2an semua taman yang ada di kota #tegal bisa terawat dengan baik, ya.  #slawi  https://t.co/efyMZXECOY",1,-1,-1,-1
793,09/11/2021 10:32,sebayu_94FM,"Dibukanya Taman Pancasila berdampak positif terhadap sektor ekonomi masyarakat Kota Tegal, khususnya pelaku UMKM.  Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/uj0xmhYaPk",1,-1,-1,-1
794,09/11/2021 10:28,sebayu_94FM,"Setelah sempat di tutup akibat pandemi Covid-19, kini Taman Poci Kota Tegal sudah kembali dibuka sejak awal tahun 2021. Salah satu destinasi wisata yang terletak di Jalan Kolonel Sudiarto, Panggung, Kota Tegal, Jawa Tengah.  Selengkapnya di  https://t.co/WJRn10KYiG  https://t.co/jIbFN9hm9W",1,-1,-1,-1
798,08/11/2021 20:12,kumparan,"Senajan Kota Tegal wis nerapna PPKM Lével 1, Objék Wisata Pantai Alam Indah (PAI) sing tetep mbatesi jumlah pengunjungé. #publisherstory  https://t.co/eTqBRYlhLE",1,-1,-1,-1
806,08/11/2021 16:03,kumparan,"Jalan Ahmad Yani, Kota Tegal diberlakukan sistem satu arah sejak 3 November 2021 lalu dari selatan ke utara. #publisherstory  https://t.co/yYCSe9wIkB",-1,-1,1,-1
807,08/11/2021 15:35,tegalfess,[TF] ada yang tau ga yg jual kunir asem jam seginian di tegal kota? Makasii,-1,-1,-1,1
814,08/11/2021 11:05,tegalfess,Lagi nyari kue ulang taun yang ditarik ada duitnya daerah sekitar kab. Tegal or tegal kota dimana yaa yang jual [tf] thanks,-1,-1,-1,1
818,08/11/2021 08:29,KPUKotaTegal,"(5/11) KPU Kota Tegal melepas mahasiswa magang Universitas Pancasakti Tegal, yaitu mahasiswa Wahyu Utomo, Arlieza Abby Fatah dan Anandya Pitalokananta yang ketiganya berasal dari Fakultas Ekonomi.   Selama magang mereka belajar tentang kepemiluan dan berbagai  https://t.co/RET0tG4GEB",-1,1,-1,-1
