tweet;wisata/hiburan;pendidikan;fasilitas/layanan publik;kuliner
@Jiphobic @thestorykids @Stray_Kids Tegal kota. Lu tegal mana?;-1;-1;-1;-1
@skizoney Tegal kota. Kamu?;-1;-1;-1;-1
3) Anak keduanya diterima sebagai PNS dan guru di SDN di Kota Tegal. #SistemCATaman;-1;-1;-1;-1
@Mentimoen Okesipp mksh, belom niat bahas Tegal Kota Bahari nih 😅;-1;-1;-1;-1
Inalillahi wa innailaihi rojiun Ibu Johardi Istri sekda kota Tegal  https://t.co/HLAcWz5mLP;-1;-1;-1;-1
Anak keduanya diterima sebagai PNS dan guru di SDN di Kota Tegal. #SistemCATaman;-1;-1;-1;-1
[tf] di tegal kota/kab ada yg jual mentai ready hari ini dimana yaa;-1;-1;-1;-1
Ada kisah nih dari Tegal. Anak keduanya diterima sebagai PNS dan guru di SDN di Kota Tegal. #SistemCATaman;-1;-1;-1;-1
Anak keduanya diterima sebagai PNS dan guru di SDN di Kota Tegal semua punya kesepatan jadinya  #SistemCATaman  https://t.co/T1CYVqcTlx;-1;-1;-1;-1
Anak keduanya diterima sebagai PNS dan guru di SDN di Kota Tegal. #SistemCATaman bangga banget deh  https://t.co/gIBDhUY1pn;-1;-1;-1;-1
Tegas! FPAN Kritisi Pengaspalan 5M untuk Alun-Alun Kota Tegal  https://t.co/D4rBjmKgnS;-1;-1;-1;-1
Selidiki Penyebab Kebakaran Kapal di Kota Tegal, Polda Jateng Himbau Masyarakat Tak Kunjungi Lokasi  https://t.co/LxZbNek1di;-1;-1;-1;-1
@umkmtegal @InfoPewarta @DinsosKabTegal @kusnislawi @DessyArifianto1 @dinkopjateng @dakopukm baik kak terima kasih, klo di Kota Tegal pembuatan NIB langsung kami arahkan ke @dpmptsptegal;-1;-1;-1;-1
Kendati sudah dibuka, namun akses pintu masuk Alun-alun Kota Tegal masih ditutup dan belum boleh dikunjungi oleh masyarakat. #publisherstory  https://t.co/T8B95yeqPl;-1;-1;0;-1
Wakapolda Banten BJP Drs. Ery Nursatari Bersama Managemen BFI Finance dan Pimpinan Media Banten Gelar Ride and Share Berbagi Sembako di Kp. Pakuncen dan Kp. Tegal Asem Kota Serang pada Jum'at (19/11).  #JanganAbaiProkes Polda Banten @DivHumas_Polri  https://t.co/PgTv6OOQFG;-1;-1;-1;-1
[TF] tempat service laptop  area tegal kota, jgn service center dimana ya? thanks;-1;-1;-1;-1
Baru saja mengirim foto @ Teras Tegal Brakseng Kota Batu  https://t.co/MDRezI0UaV;-1;-1;-1;-1
[tf] yg jual spion motor tegal kota dmn ya guys?  https://t.co/UgU3IYUQjb;-1;-1;-1;-1
Terima kasih, atas dukungan dan doa dari Bapak/Ibu semua, Kepala Disnakerin Kota Tegal berhasil lolos seleksi Tahap 2, dan masuk Nominasi TOP 10.  Semoga dapat mengikuti proses seleksi selanjutnya dengan baik.. 🙏🙏  #ANUGERAHASN2021  #PPTPRATAMATELADAN  #ASNBERAHLAK  #KEMENPANRB;-1;-1;-1;-1
"Lowongan Kerja !! Posisi Marketing Untuk Wilayah : Palembang, Jabotabek, Bandung, Tegal, Semarang, Jogja, Solo, Surabaya, Malang, Bali. Berkas Lamaran di email ke : hrd.pahalaexpress@gmail.com dengan subjek email : (MKT ""Kota Penempatan"") Lamaran ditutup 30 November 2021  https://t.co/wX3tczfTKC";-1;-1;-1;-1
Ke kota Tegal hanya untuk berwisata kuliner🥳  https://t.co/YX5Slun1gS;-1;-1;-1;1
Video UMK Kota Tegal Diusulkan Naik 0,87 Persen, Lebih Rendah dari Tahun Lalu  https://t.co/7wu49vSFyx;-1;-1;-1;-1
[TF] Ada yg tau ga beli box sepatu ky gini dmana? Kota tegal yaa. Terimakasih 🙏🏻  https://t.co/7yZYClIsDH;-1;-1;-1;-1
[TF] disini ada yang ikut karate atau pelatih karate ga ya? Mau tanya tanya soalnya ponakan aku mau tak daftarin karate. Khusus tegal kota tapi ya, makasihh;-1;-1;-1;-1
Kapal DamkaR Kan Ada Di Anggarkan Saja Mengantisipasi kejadian lagi Kota Tegal Kota Pantai Utara  https://t.co/MDAZE7xQQv;-1;-1;-1;-1
Dalam upaya memelihara keamanan dan ketertiban masyarakat di wilayah Kota Tegal terus dilakukan jajaran Polres Tegal Kota dengan membangun komunikasi bersama seluruh komponen masyarakat dan tokoh agama serta para ulama. .  https://t.co/iDmxgcKxRi;-1;-1;1;-1
APBD Kota Tegal TA 2022 Siap Dibahas Dalam Raperda  https://t.co/CjtyThafY3;-1;-1;-1;-1
Seorang warga Kota Tegal bernama Yunius Martin (41) baru saja membeli burung merpati seharga Rp 2 miliar. #publisherstory  https://t.co/Rq1XQ76LqR;-1;-1;-1;-1
Bisa Melahirkan Bibit Atlet Yang Kelak Berjuang Mengharumkan Nama Indonesia  “Para atlet setidaknya, di sisa hari ini harus berlatih lebih keras lagi. Insya Allah mudah mudahan melalui pencak silat Kota Tegal mampu menelurkan bibit atlet  #PDIPerjuangan  #SolidBergerak;-1;-1;-1;-1
"Lima Atlet Pencak Silat Kota Tegal Raih Medali Kejuaraan ""Dulongmas""  Ketua DPC PDI Perjuangan yang juga Ketua Ikatan Pencak Silat Indonesia (IPSI) Kota Tegal, H Edy Suripno mengapresiasi kepada lima atlet pencak silat asal Kota Tegal  #PDIPerjuangan  #SolidBergerak  https://t.co/WjUxdDaGim";-1;-1;-1;-1
Agar kebakaran tidak terulang kembali, Pemerintah Kota (Pemkot) Tegal diminta menyediakan mobil pemadam kebakaran di kawasan pelabuhan. #publisherstory  https://t.co/4XXmvILw8g;-1;-1;1;-1
Menurut nelayan Tegal dalam sepekan terakhir hasil tangkapan ikan melimpah dan permintaan ikan dari luar kota menurun. Akibatnya harga ikan ikut turun.  https://t.co/QcoJ6ho63g;-1;-1;-1;-1
Simak lengkapnya di IG TV KPU Kota Tegal yaa..  #KPUMelayani #bakohumaskpujateng  #pemilihpemula  #bawaslukotategal #upskotategal  #pemilu2024 #smkn1kotategal  #kesbangpolkotategal;-1;-1;-1;-1
Masih dalam kegiatan safari pendidikan politik kepada pemilih pemula, Jum'at (19/11), kali ini dilaksanakan di SMK Negeri 1 Kota Tegal.  Penyelanggara Bakesbangpol Kota Tegal, menggandeng KPU Kota Tegal, Fisip Universitas Pancasakti Tegal, dan Bawaslu Kota Tegal.  https://t.co/tsGjq0vHJY;-1;-1;-1;-1
[Tf] pelayanan vaksin di dinkes kota tegal . Sampe jam berapa ?  Kira2 ada sinovac dosis 1 ?;-1;-1;-1;-1
"[tf] gais kasih tau yang jual bubur kacang ijo di malem"" di tegal kota dong makasi";-1;-1;-1;1
Upah Minimum Kota Tegal Diusulkan Naik 0,87 Persen di Tahun 2022   https://t.co/C4bRIsPtI2;-1;-1;-1;-1
[Tf] ada yg tau tempat mau fotokopi buku saku kecil bisa banyak yg murce dimana ya area tegal kota? Tia.;-1;-1;-1;-1
Tegal kota ujan ga yaa [TF];-1;-1;-1;-1
Viral Belasan Kapal Terbakar di Kota Tegal.  https://t.co/a1vswwrjbP;-1;-1;-1;-1
Wakapolda Banten BJP Drs. Ery Nursatari Bersama Managemen BFI Finance dan Pimpinan Media Banten Gelar Ride and Share Berbagi Sembako di Kp. Pakuncen dan Kp. Tegal Asem Kota Serang pada Jum'at (19/11)  #JanganAbaiProkes Polda Banten @silitongashinto @DivHumas_Polri  https://t.co/Ue5BuTir2Y;-1;-1;-1;-1
KAI ini sedang fokus gusur2 di berbagai kota. Semarang, Tegal dan kini Bandung.  Mungkin perlu korban2 bersatu secara nasional dan gugat KAI? @YLBHI;-1;-1;0;-1
Baru saja mengirim foto @ Teras Tegal Brakseng Kota Batu  https://t.co/EnUeKysgOO;-1;-1;-1;-1
[TF] Toko yg jual case ip di Tegal kota/kabupaten dimanaa yaa, thank you;-1;-1;-1;-1
VIDEO: Viral Belasan Kapal Terbakar di Kota Tegal  https://t.co/zU8OnFFssq;-1;-1;-1;-1
[TF] Saranin Cafe yg instagramable + makanannya enak daerah tegal kota;1;-1;-1;1
Memasuki musim penghujan Kapolres Tegal Kota bersama anggota menggelar kegiatan kerja bakti membersihkan lingkungan, yang bertempat di seputar GOR Wisanggeni Kelurahan Kejambon Kota Tegal, Jum'at (19/11/2021). .  https://t.co/wKCtCw8Uxf;-1;-1;-1;-1
"[tf] ada yang tau ga dimana yang jual gado"" siang gini di tegal kota? makasi";-1;-1;-1;1
Siang sobat Polri! dari Unit 6 TEGAL SAT PJR Polda Jateng, melaksanakan kegiatan edukasi dan sosialisasi tentang protokol kesehatan (5M) dalam rangka OPS Zebra Candi 2021, yaitu kegiatan membagikan masker kepada para sopir angkutan dan tukang becak di Terminal Kota Tegal.  https://t.co/SXON9vxiNH;-1;-1;-1;-1
Gema, pedagang pasar Langon Kota Tegal mengatakan kenaikan cabai akibat cuaca hujan. Hal ini berefek pada tidak stabilnya stok cabai karena keterlambatan pasokan dari suplier  Selengkapnya di  https://t.co/aRBUdhGhUh  https://t.co/9XT8pxG56a;-1;-1;-1;-1
NU PEDULI Kota Tegal yang mewadahi relawan NU baik dari BAGANA, LPBINU dan lembaga Banom NU lainnya, dalam Giat Penanganan Korban Angin Puting Beliung di Ranting Peskid, TegalBarat Kota Tegal @muzamilmahmud @PPLPBINU @pwlpbinujateng @BpbdTegalKota @nucarelazisnu @nujateng  https://t.co/HxB6UmlbGj;-1;-1;-1;-1
@Telkomsel Hp : 081282963992 19/11/2021 Kel : Tegal Parang Kec: Mampang Prapatan Kota: Jakarta Selatan;-1;-1;-1;-1
Halo Sobat Polri ...  Kasatlantas Polres Tegal Kota bersama dengan Anggota Satlantas Polres Tegal Kota melaksanakan pembagian Leaflet dan Masker kepada masyarakat pengguna jalan di Kota Tegal.  Tetap patuhi dan tertib dalam berlalu lintas dan terapkan selalu protokol kesehatan.  https://t.co/2pu5jyJxKA;-1;-1;-1;-1
Wakapolres Tegal Kota Kompol Zaenal Arifin, S.I.P, M.H pimpin rakor pembentukan Pokdar Kamtibmas di gedung Deviacita. .  https://t.co/z96EcSRKXO;-1;-1;-1;-1
Pantai Alam Indah, Kota Tegal, Jawa Tengah.  https://t.co/YRaMcCLWBI;1;-1;-1;-1
SAT POLAIRUD POLRES TEGAL KOTA   Satpol Airud polres Tegal kota telah melaksanakan kegiatan anjangsana ke pada purnawirawan polri.  Hadir: 1. Kasat Polairud yang diwakili KBO Ipda Sugiono. 2. Ps. Kanit Gakkum Aiptu Sugiharto 3. Ps. Kaurmintu Aiptu agustoro 4. Ps.  https://t.co/i9AIHs6LYT;-1;-1;-1;-1
Polda Jateng Kirim Tim Labfor Selidiki Kebakaran 13 Kapal Di Kota Tegal.  https://t.co/om65sysr5G;-1;-1;-1;-1
Gubernur Jawa Tengah Ganjar Pranowo menginstruksikan Kepala Dinas Kelautan dan Perikanan Fendiawan Triskiantoro bergerak cepat melihat kondisi dan membantu nelayan yang menjadi korban kebakaran belasan kapal di Pelabuhan Kota Tegal.   https://t.co/p00MmH8vj0 #pdiperjuangan;-1;-1;-1;-1
Hanya Naik Rp17.250, UMK Kota Tegal 2022 Rp2 Juta  #umk #kenaikan  #kenaikan #umk #umk #tegal  https://t.co/8aOEVmvpiv;-1;-1;-1;-1
Dengan kenaikan kurang dari 1 persen tersebut, UMK Kota Tegal di tahun 2022 mendatang menjadi Rp 2.000.000.  https://t.co/irkpZeOt9T;-1;-1;-1;-1
Terbakar Hebat, Belasan Kapal yang Sandar di Dermaga Pelabuhan Kota Tegal Hangus   #Sindonews #BukanBeritaBiasa . https://t.co/E7pMC1HLl8;-1;-1;-1;-1
Pemkot Tegal tengah mengusulkan Upah Minimum Kota (UMK) Kota Tegal di Tahun 2022 naik 0,87 persen dari UMK tahun 2021 yang sebesar Rp 1.982.750. #publisherstory  https://t.co/7H2VYHuvEb;-1;-1;-1;-1
Setelah Kota Tegal, hari ini Tim verifikasi ODF melakukan verifikasi di Kabupaten Brebes. Kedatangan Tim dari Dinkes Prov Jateng diwakili oleh Kabid Kesmas diterima oleh Bupati Brebes. Hari itu juga, tim langsung melakukan verifikasi ke rumah-rumah di 8 area kecamatan.  https://t.co/rBJUgsmZ1l;-1;-1;-1;-1
@infotegal Kota Kelahiran,dulu srg maen ujan2an wkt kecil dsni,,,, Tegal Kota Bahari,,,, 😅;-1;-1;-1;-1
Waktu peralihan dari sore ke malam memang enak untuk dinikmati, apalagi kalau lampu2 kota sudah mulai dinyalakan dan langit perlahan menjadi gelap, perpaduan warnanya menyenangkan.  Ada yang malam ini sedang di alun2 tegal?  Foto: aangaliii  #tegal #slawi #infotegal  https://t.co/T5cBtZE4Fn;-1;-1;-1;-1
[TF] di tegal kota yg ada japanese fast food kek bento2 gitu di mana ya?;-1;-1;-1;1
@DPP_PKB @cakimiNOW @EmHasanuddin @pkbjawatengah @gusyusufchannel @Sukirman_Kir  https://t.co/6hUzV9RZD1;-1;-1;-1;-1
huruf LED taman Tirus kota Tegal sobek nih @PemkotTegal @dishubkotategal  https://t.co/Fzi95512Er;-1;-1;-1;-1
@ganjarpranowo Karang taruna kota tegal siap pantau pak gub...  https://t.co/bSALhbS9in;-1;-1;-1;-1
Visi dan misi kegiatan ini adalah agar pemilih pemula melek politik dan menolak politik uang. Bersama Bakesbangpol menggandeng Fakultas Ilmu Sosial dan Ilmu Politik Universitas Pancasakti Tegal, KPU Kota Tegal, dan Bawaslu Kota Tegal menanamkan pemahaman;-1;-1;-1;-1
(18/11) Safari Pendidikan Politik Pemilih Pemula kali ini bertempat di SMA Negeri 4 Kota Tegal.  Agar sukses pemilu 2024 mendatang ditanamkan kepada pelajar/ pemilih pemula untuk tidak golput atau tidak memilih kucing dalam karung.  https://t.co/VZOYkaTFr7;-1;-1;-1;-1
[Tf] info dinkes kota tegal dimana ya ? Buta map;-1;-1;-1;-1
Sidang Pleno Dewan Pengupahan Kota Tegal Perhitungan Upah Minimum Kota Tegal Tahun 2022 bertempat di Hotel Riez Palace kota Tegal Tanggal 18 November 2021 bersama walikota Tegal pak Dedy Yon supriyono @ Riez Palace Hotel  https://t.co/VXGMwyzJYZ;-1;-1;-1;-1
[tf] tegal kota bagian pasifik mcd hujan ga?;-1;-1;-1;-1
Kebakaran kapal di Pelabuhan Kota Tegal, Jawa Tengah, dilaporkan padam setelah lebih dari 12 jam api berkobar, Rabu (17/11) siang.  https://t.co/P9PX5PzSMY;-1;-1;-1;-1
Tim Laboratorium Forensik (Labfor) Polda Jateng sudah dikerahkan ke Pelabuhan Kota Tegal untuk melakukan investigasi penyebab kebakaran belasan kapal.  https://t.co/lSGGQefUKH;-1;-1;-1;-1
Labfor Polda Jateng Selidiki Kebakaran 13 Kapal di Kota Tegal  https://t.co/8v9zsvLwTI;-1;-1;-1;-1
Polda Jawa Tengah menerjunkan tim laboratorium forensik (labfor) untuk menyelidiki penyebab kebakaran 13 kapal di kawasan pelabuhan Kota Tegal.  Selengkapnya  https://t.co/uvB3SJsYiz  #Kebakaran #JawaTengah #Tegal #PoldaJateng #Kapal #KebakaranKapal #iNews  https://t.co/sDKYZmT09Y;-1;-1;-1;-1
Polda Jateng Kirim Tim Labfor, Selidiki Kebakaran 13 Kapal di Kota Tegal  https://t.co/yynFjSdwQx;-1;-1;-1;-1
Gaes ada ga sih toko penjahit yg bisa ngecilin baju lgsg jadi? Tegal kota aja ya [TF];-1;-1;-1;-1
Polisi melaksanakan penyelidikan terkait kebakaran 13 kapal yang terjadi dua galangan kapal di Kota Tegal yang terjadi pada Rabu (17/11/2021) dini hari. Diketahui galangan kendaraan air itu milik PT Tegal Shipyard Utama (TSU) dan CV Sumber Pangan Tegal.  https://t.co/ydMq9eiw9Y;-1;-1;-1;-1
Wali Kota Tegal berharap kawasan industri maupun home industri  agar memperhatikan akses masuk untuk mobil pemadam kebakaran. #publisherstory  https://t.co/ckpcw78fFy;-1;-1;1;-1
Kebakaran melanda 15 kapal ikan di galangan kapal Jalan Bali, Kota Tegal, Rabu, 17 November 2021. Kebakaran yang terjadi sekitar pukul 01.30 WIB, ditaksir mengalami kerugian hingga 50 miliar.  Selengkapnya  https://t.co/U32KYlPJOZ  #PramborsNews  https://t.co/t3apSeEQr4;-1;-1;0;-1
Wali Kota Tegal berharap kawasan industri maupun home industri  agar memperhatikan akses masuk untuk mobil pemadam kebakaran.   https://t.co/4az46dMlVv;-1;-1;1;-1
"Selanjutnya Heru bersama 24 kandidat ASN dr berbagai Pemerintah Kabupaten/Kota &amp; Kementerian akan mengikuti Seleksi Tahap II sesuai mekanisme atau alur proses penyelenggaraaan kegiatan Anugerah ASN Tahun 2021. SELAMAT kepada Kepala Dinas Tenaga Kerja dan Perindustrian Kota Tegal.";-1;-1;-1;-1
Kepala Dinas Tenaga Kerja dan Perindustrian Kota Tegal, R. Heru Setyawan, S.IP, MH menjadi satu-satunya ASN di lingkungan Pemerintah Kota Tegal dan juga satu-satunya ASN di Provinsi Jawa Tengah yang lolos Seleksi Tahap I Anugerah ASN 2021  https://t.co/PeeIHbUwqc;-1;-1;-1;-1
Nyuwun tulung nggih min @sisilaintegal, Info kehilangan, Telah hilang tas merk Donimoto, Isi perlengkapan pribadi dan tas bekal makan, Jatuh dari motor pagi ini pas mau ngantor dr Tegal kota, baru ketahuan di Pasar Suradadi karena talinya pengikatnya sudah pating klewer.;-1;-1;-1;-1
Melu njaluk tulung min @infotegal, Info kehilangan, Telah hilang tas merk Donimoto, Isi perlengkapan pribadi dan tas bekal makan, Jatuh dari motor pagi ini pas mau ngantor dr Tegal kota, baru ketahuan di Pasar Suradadi karena talinya pengikatnya sudah pating klewer.;-1;-1;-1;-1
Sebagai upaya mempercepat pencapaian vaksinasi di Kota Tegal, Tim gabungan dari Pemkot Tegal, TNI, Polri serta Relawan mendatangi rumah warga yang belum melaksanakan vaksin.  #kodimtegal  https://t.co/C7hBbxjjNx;-1;-1;-1;-1
Kebakaran kapal yang terjadi di dok kompleks Pelabuhan Kota Tegal, Jateng, Rabu (17/11) dini hari, direspon cepat oleh Ganjar Pranowo.   Begitu mendapat laporan langsung dari para nelayan, Ganjar memerintah jajarannya untuk melakukan assessment dan pengecekan.  #SahabatGanjar  https://t.co/RqukkALdkZ;-1;-1;-1;-1
"""Sometimes the most productive thing you can do is relax.""  -Mark Black-  Taken by: @pandupradhisa @ Kota Tegal Jawa Tengah  https://t.co/2C40sk1iAh";-1;-1;-1;-1
Asik ketemu lagi! Lewat kegiatan Jemput Bola, Disdukcapil Kota Tegal terus meningkatkan pelayanan untuk masyarakat Kota Tegal tercinta 😁😁👦👧  https://t.co/2cH78N8t9L;-1;-1;-1;-1
"Topik Diskusi Pagi ini: Ketimpangan Mutu Manusia Masih Terjadi; Apa Problemnya dan Bagaimana Mengatasi Persoalan itu?. Berikut penjelasan Wakil Wali Kota Tegal, Muhamad Jumadi #NOW #LIVE #TOPIK #IPM #mutumanusia cc;  @portaltegalkota";-1;-1;-1;-1
Tim Labfor Pokres Tegal Kota Lakukan Penyelidikan  https://t.co/XjTNMH152o;-1;-1;-1;-1
Polisi selidiki kebakaran belasan kapal di Kota Tegal  https://t.co/RtKFZGcz8J;-1;-1;1;-1
Polisi selidiki kebakaran belasan kapal di Kota Tegal.   https://t.co/zjBlFY93q6;-1;-1;1;-1
Polisi turun tangan menyelidiki kasus terbakarnya belasan kapal di dua galangan di Kelurahan Mintaragen, Kota Tegal, Rabu (17/11).  https://t.co/0XnXi557g0;-1;-1;1;-1
Belasan Kapal di Pelabuhan Kota Tegal Hangus Dilahap Api, Polisi Masih Selidiki Sebab Kebakaran  https://t.co/qkpV9Ww0u5  https://t.co/D4kXpjEZYg;-1;-1;1;-1
@pepenkwidodo Belum lama lah di tegal, tadinya kan diluar kota terus @pepenkwidodo;-1;-1;-1;-1
Belasan Kapal di Kota Tegal Terbakar, Kok Bisa?  https://t.co/s4kEEQZJod;-1;-1;-1;-1
Polisi Selidiki Kebakaran Belasan Kapal di Kota Tegal  https://t.co/RKq4J3dDlo;-1;-1;-1;-1
Belasan Kapal di Kota Tegal Terbakar, Kok Bisa?  https://t.co/MdWKgd8ulB;-1;-1;-1;-1
Provinsi Jawa Tengah untuk penghargaan Swasti Saba mendapatkan penghargaan Padapa untuk Kab Boyolali dan Kab Tegal sedangkan penghargaan Wistara di terima oleh Kota Semarang. Untuk penghargaan Protokol Kesehatan bagi Tempat Pengelolaan Pangan  Jateng mendapatkan 7 Penghargaan;-1;-1;-1;-1
Pihak Kepolisian Daerah Jawa Tengah masih melakukan penyelidikan atas terbakarnya belasan unit kapal di Kota Tegal, Jawa Tengah. #kapalterbakar #kebakaran #kebakarankapal #kapalterbakar #tegal #lampostco   https://t.co/iHpnu1d6jA;-1;-1;1;-1
Sedikitnya 15 kapal nelayan dilaporkan hangus terbakar di sebuah galangan kapal di Jalan Bali, Kelurahan Mintaragen, Kecamatan Tegal Timur, Kota Tegal, Rabu (17/11/2021). #publisherstory  https://t.co/D8djRAb6FG;-1;-1;-1;-1
Polisi melakukan penyelidikan terkait kebakaran yang terjadi dua galangan kapal di Kota Tegal yaitu milik PT Tegal Shipyard Utama (TSU) dan CV Sumber Pangan Tegal.   https://t.co/m9fofrJN7Z;-1;-1;1;-1
Belasan Kapal Ikan di Kota Tegal Terbakar Hebat  https://t.co/uNgKTAskGk;-1;-1;-1;-1
Gubernur Jawa Tengah, Ganjar Pranowo telah memerintahkan jajarannya untuk segera melakukan assessment dan pengecekan peristiwa kebakaran kapal di Kota Tegal, Rabu (17/11/2021). #publisherstory  https://t.co/Q7iVkTjOlr;-1;-1;1;-1
Polisi Selidiki Kebakaran Belasan Kapal di Kota Tegal  https://t.co/9Ktzs00JeM;-1;-1;1;-1
Api Berhasil Dipadamkan, Polisi Selidiki Penyebab Terbakarnya 13 Kapal di Kota Tegal  https://t.co/Xb4q97RnMF;-1;-1;1;-1
Perketat Prokes,  Satgas Covid-19 Pelajar Dibentuk di Sekolah  #polres #tegal #kota #jawa #tengah #tegal #klaster #vaksinasi  https://t.co/8ac0wjH99J;-1;-1;-1;-1
Kebakaran Belasan Kapal di Kota Tegal Diselidiki Polisi  https://t.co/IfznAeBa7z;-1;-1;1;-1
Kebakaran Kapal di Kota Tegal, Ganjar Intruksikan Dinas KKP Segera Bereskan  https://t.co/53LsHJMAJF;-1;-1;1;-1
Polisi Selidiki Penyebab Terbakarnya 13 Kapal di Dua Galangan Kapal Kota Tegal -  https://t.co/Gh5QL1tgi7   #AwalMediaNusantara #Berita;-1;-1;1;-1
Kebakaran Hanguskan 14 Kapal Nelayan di Kota Tegal #HeadlineNews #Insiden #JawaTengah  https://t.co/O6P1eOuqN9;-1;-1;1;-1
diikuti oleh 100 siswa siswi dari SMA Negeri Kota Tegal.  Simak lengkapnya di IG TV KPU Kota Tegal ya Jadilah pemilih cerdas…gunakan hak pilihmu, pilihanmu menentukan masa depan bangsa.  #KPUMelayani #bakohumaskpujateng  #pemilihpemula  #pemilu2024;-1;1;-1;-1
Safari sosialisasi hari kedua dalam bentuk Pendidikan Politik bagi Pemilih Pemula,(17/11) di laksanakan di SMA Negeri 3 Kota Tegal.   Masih bersama Narasumber dari Dosen FISIP Universitas Pancasakti, Anggota KPU Kota Tegal Divisi Sosdiklih dan Parmas, dan Bawaslu Kota Tegal,  https://t.co/uUeVIxB1Sy;-1;-1;-1;-1
Polisi Selidiki Penyebab Kebakaran Belasan Kapal di Kota Tegal  https://t.co/gpjLC5kuGM;-1;-1;1;-1
Baru saja mengirim foto @ Kota Tegal Jawa Tengah  https://t.co/JdVuW4S1qa;-1;-1;-1;-1
diperkirakan 15 kapal terbakar,dari jam 01:30 pagi sampai sekarang pun masih ada dampkar bolak-balik diarea kota tegal;-1;-1;-1;-1
Polisi Selidiki Penyebab Terbakarnya 13 Kapal di Kota Tegal  https://t.co/UKZR7SC3f8;-1;-1;1;-1
Ganjar Respons Cepat Kebakaran Kapal Nelayan di Kota Tegal   https://t.co/JJg0rlGGxa;-1;-1;1;-1
Gubernur Jawa Tengah Ganjar Pranowo menginstruksikan Kepala Dinas Kelautan dan Perikanan Fendiawan Triskiantoro bergerak cepat melihat kondisi dan membantu nelayan yang menjadi korban kebakaran belasan kapal di Pelabuhan Kota Tegal.  https://t.co/D7r251VHGd;-1;-1;1;-1
Kota bahari, tegal laka-laka, ngapakers.;-1;-1;-1;-1
Sejauh ini, polisi telah memeriksa empat orang saksi atas peristiwa itu. Menurutnya, ada dua galangan kapal di Kota Tegal terbakar yaitu milik PT Tegal Shipyard Utama (TSU) dan CV Sumber Pangan Tegal.  https://t.co/xLRc5I7jKu;-1;-1;1;-1
Ganjar Pranowo merespons laporan para nelayan terkait kebakaran kapal di galangan kompleks Pelabuhan Kota Tegal.   https://t.co/1rO5RhH6vi.;-1;-1;1;-1
@adriansyahyasin K5 juga udah stop, bus kota yang masih ada: K2 Sako-PIM K3 Plaju-PS K6 Pusri-PS K1A Term. AAL-Dempo K2A Sako-LRT Asrama Haji K3A Term. Jakabaring-Term. Plaju via Tegal Binangun K4A Term. AAL-Talang Jambe;-1;-1;-1;-1
Kebakaran kapal penangkapan ikan di pelabuhan perikanan Kota Tegal, Rabu Pagi masih berkobar    https://t.co/jzd3V1rtCD;-1;-1;-1;-1
Polisi Selidiki Penyebab Kebakaran yang Ludeskan Belasan Kapal di Pelabuhan Kota Tegal   https://t.co/Ai6CQlLGoW;-1;-1;-1;-1
Kebakaran kapal di Pelabuhan Kota Tegal, Jawa Tengah akhirnya padam setelah lebih dari 12 jam api berkobar.  https://t.co/kx5CeZ3y42;-1;-1;0;-1
14 kapal nelayan di dock galangan Kota Tegal terbakar, Rabu (17/11) dini hari WIB. Api mulai menjalar sejak pkl 01.30 dan dgn cepat menghanguskan kapal2 di sebelahnya.  Turut berduka utk nelayan Tegal  https://t.co/oSG9uFsAYh;-1;-1;-1;-1
Kebakaran kapal di Pelabuhan Kota Tegal, Jawa Tengah akhirnya padam setelah lebih dari 12 jam api berkobar.  https://t.co/CbyrGtZxEN;-1;-1;-1;-1
[VIDEO] Belasan Kapal di Pelabuhan Kota Tegal Ludes Dilalap Api  https://t.co/hstUia6E3t #vlix;-1;-1;-1;-1
@Jaemincityx24 @jaemcityx Tegal kota nih;-1;-1;-1;-1
Gubernur Jawa Tengah Ganjar Pranowo telah memerintahkan jajarannya untuk segera melakukan assessment dan pengecekan peristiwa kebakaran kapal yang terjadi di Kota Tegal, Rabu (17/11). Laporan tentang kebakaran tersebut, diterima Ganjar langsung dari par...  https://t.co/TqiiPSm841;-1;-1;1;-1
15 Kapal di Pelabuhan Kota Tegal Ludes Terbakar, Pemilik Rugi Rp45 Miliar   https://t.co/ktnZXHGObZ. #Kebakaran #Kapal #Pelabuhan;-1;-1;-1;-1
15 kapal nelayan di dock galangan milik salah satu perusahaan perbaikan kapal di Kota Tegal terbakar, sejak Rabu dini hari. Kerugian ditaksir mencapai Rp 51 miliar.  #KebakaranKapalDiTegal #KebakaranKapalNelayan #KebakaranKapal #KapalNelayan #Tegal #InfoTegal #Mintaragen  https://t.co/VaQq0CXam0;-1;-1;-1;-1
[TF] Ada yg punya rekomendasi jual kaos olahraga area tegal kota?;-1;-1;-1;-1
Belasan kapal ikan di dok kompleks Pelabuhan Kota Tegal, Jawa Tengah, terbakar. Kebakaran terjadi sejak dini hari. Diberitakan hingga saat ini api belum padam.  https://t.co/mbWw1OeYeE;-1;-1;-1;-1
Belasan Kapal di Pelabuhan Kota Tegal Ludes Dilalap Api  https://t.co/Zundt0Wjae  https://t.co/Zb3G2oT2Tr;-1;-1;-1;-1
