Column1;date;username;tweet;location;label
251;27/11/2022 22:30;calon_koki;@sinsera99 @vladmirpotin @gibran_tweet @ganjarpranowo Kampung yg sebelah mana mbak?;DKI JAKARTA;0
252;27/11/2022 22:06;krezz_cool;@klliiuaaa @chokiaan @ganjarpranowo Khusnudzon aja dulu om, saya yakin kl memang benar pasti menang, silahkan dikawal oleh teman2 di jateng lewat medsos;DKI JAKARTA;0
253;27/11/2022 21:45;krezz_cool;@chokiaan @ganjarpranowo ya jalan satu2 nya cuma pembuktian di pengadilan itu aja gak ada jalan lagi dan kalaupun ada oknum ya akan terbuka dipengadilan;DKI JAKARTA;0
254;27/11/2022 20:57;27_derdor;@ganjarpranowo Rambutnya putih kata presiden;DKI JAKARTA;1
255;27/11/2022 20:49;krezz_cool;@chokiaan @ganjarpranowo Cari sendiri ya mas, yang dilakukan oleh pak suparwi sudah benar dengan melapor kepolisi karna lahan itu ada 2 nama sah, yang dipegang pak suparwi dan PU, hanya bisa diselesaikan dipengadilan, dan tinggal tunggu polisi naikan ini ke kejaksaan, skrang tnggal tunggu hasil dr polisi;DKI JAKARTA;1
256;27/11/2022 20:22;wowowow33x;cc: @ganjarpranowo @dyah_h_pratiwi  https://t.co/rjvt9SVTJ6;DKI JAKARTA;0
257;27/11/2022 20:18;daawammm;@chokiaan @ganjarpranowo Pripun Pak @ganjarpranowo;DKI JAKARTA;1
258;27/11/2022 19:08;ardhisinyoymai2;@ganjarpranowo Tugiman membikin nyaman;DKI JAKARTA;1
259;27/11/2022 18:58;Bella17751025;@ChusnulCh__ @arsul_sani @ganjarpranowo Nih Bong Buzzer dongo (Buzzer yg lain dapat aliran dana) kalau buzzer satu ini aliran dongo  https://t.co/jBoQCZlUhH;DKI JAKARTA;0
260;27/11/2022 18:12;seknasganjar;Ketua SGI DPW KALSEL : Lampu Hijau Presiden Jokowi Meskipun secara tidak langsung Sosok Pemimpin itu adalah Bapak Ganjar Pranowo  @jokowi  @ganjarpranowo  https://t.co/EP8ZX1wkio;DKI JAKARTA;0
261;27/11/2022 17:37;dikajohn;@gamalharisST @ganjarpranowo qubro siswo aja;DKI JAKARTA;0
262;27/11/2022 17:03;PRABUOOOO9;@LekMarteg @ganjarpranowo Mantap 👍❤️🇮🇩;DKI JAKARTA;1
263;27/11/2022 16:56;Karyanti8;@ganjarpranowo Waah kok tambah muda dan ganteng,dahi gak ada kerutan  Berarti gak masuk kriteria pak Jokowi dong;DKI JAKARTA;1
264;27/11/2022 16:56;nanda_nyz;@ganjarpranowo @veri_setiant_ kok koyok ono sing bedo;DKI JAKARTA;1
265;27/11/2022 16:49;Apin_Deva;@ganjarpranowo Donge di warna silver pak;DKI JAKARTA;1
266;27/11/2022 16:10;BuchroniK;@ganjarpranowo Berani bersaing?  https://t.co/hOnf4TNaZJ;DKI JAKARTA;0
267;27/11/2022 16:08;IgnatioDee;@ganjarpranowo Maskeran daun Binahong, biar kinclong Pak @ganjarpranowo 😀😀😀🙏;DKI JAKARTA;1
268;27/11/2022 16:02;s4niesolo;@ganjarpranowo Ngenomi...calon ikih...kudu dadi;DKI JAKARTA;1
269;27/11/2022 15:48;Jay_Riesman66;@baroesy @ganjarpranowo @aniesbaswedan Memang @aniesbaswedan teruji ngibulnya.  Coba @baroesy tunjukkan di mana Lab. Covid yg dibuat @aniesbaswedan? Juga mana robot pemadam kebakaran? Lalu mana RS Covid buatan @aniesbaswedan?;DKI JAKARTA;1
270;27/11/2022 15:30;AhyariMohammad;@ganjarpranowo sehat slalu pak ganjar;DKI JAKARTA;1
271;27/11/2022 15:29;ganjarmilenial4;Ganjar milenial center Koordinator wilayah Jabodetabek @edyfaaa @ganjar_center @ganjarpranowo  #ganjarmilenialcenterjabodetabek #ganjarpranowofor2024 semangat mengabdi membangun negeri 🇮🇩  https://t.co/ux02hg4BBb;DKI JAKARTA;1
272;27/11/2022 15:25;nongandah;Terima kasih Pak @ganjarpranowo, idolaku❤ Dukungan ini sangat berarti bagi saudara kita yang sedang berjuang bertahan. Industri air minum isi ulang terbukti dapat bertahan melewati masa-masa sulit. Ayo kita saling support dan bantu 🙏🙏;DKI JAKARTA;1
273;27/11/2022 15:21;Saadah90848620;@ganjarpranowo Keren banget PK Ganjar 👍;DKI JAKARTA;1
274;27/11/2022 14:36;S4N_W1B1;Deklarasi Ulama Se Jambi Dukung Pak @ganjarpranowo  Jadi Presiden 2024 - 2029.  Para Ulama Menilai @ganjarpranowo Bisa Membawa Indonesia Menuju Lebih Baik.  👍👍❤️🇮🇩  https://t.co/qmGIHtYROi;DKI JAKARTA;1
275;27/11/2022 14:24;PRABUOOOO9;@LekMarteg @ganjarpranowo Ganjar siji Ganjar Kabih,❤️👍 Kembali ke rumah tua,Jawa timur siap hijaukan @ganjarpranowo  #GanjaristIndonesia ❤️🇮🇩;DKI JAKARTA;1
276;27/11/2022 13:56;asalexist;@TonnyOPondaag @ganjarpranowo Yg sebelah kakek Sugiono ya. 🤣;DKI JAKARTA;0
277;27/11/2022 13:50;Mahendr95834513;@ganjarpranowo Ganteng pol pak😁;DKI JAKARTA;1
278;27/11/2022 13:44;Saethea3;@ganjarpranowo Ini Pak @ganjarpranowo ✂️ 😄🙆  https://t.co/L0foja4MKp;DKI JAKARTA;1
279;27/11/2022 13:17;YPutrantoro;@ganjarpranowo Pangling mas bro  luwih enom jeh;DKI JAKARTA;1
280;27/11/2022 12:58;fembriyanti;@sridadi93 @ganjarpranowo Sama,tak kirain baim wong juga😅ternyata pak_gub ku;DKI JAKARTA;1
281;27/11/2022 12:52;sdg_sumsel1;SDG Sumsel kembali mengenalkan sosok Ganjar Pranowo kepada Masyarakat Sumatera Selatan. Sabtu (26/11)  #santridukungganjar #santriuntuknegeri  #santriindonesia #ganjarpresiden2024  #ganjarpranowo #ganjar2024  @SDGanjar @ganjarpranowo  https://t.co/RaPu33TUGE;DKI JAKARTA;1
282;27/11/2022 12:39;iiasukma;@ganjarpranowo Ya Allah gustii pangeran guanteeng poll ikii  https://t.co/6Lq2MfW8a1;DKI JAKARTA;1
283;27/11/2022 12:27;ujangkalibrasi;Ganjar Pranowo untuk 2024, rakyat di belakangmu pak #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/Wq24DINRXo;DKI JAKARTA;1
284;27/11/2022 12:26;ujangkalibrasi;Untuk bangsa dan negara Ganjar siap 2024 #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/chAco1b0An;DKI JAKARTA;1
285;27/11/2022 12:19;brianjeje10;ULAMA SE JAMBI DEKLARASI DUKUNG GANJAR PRANOWO #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/WC2MLXnujE;DKI JAKARTA;1
286;27/11/2022 12:11;brianjeje10;GANJAR PRANOWO PEDULI WONG CILIK #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/wQQDFYhBXI;DKI JAKARTA;1
287;27/11/2022 12:10;brianjeje10;GANJAR PRANOWO PRESIDEN RI 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/Kby0EWu1rf;DKI JAKARTA;1
288;27/11/2022 12:10;brianjeje10;RATUSAN WARGA DESA KALTIM DUKUNG GANJAR PRESIDEN 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/rIbSze1dOP;DKI JAKARTA;1
289;27/11/2022 12:09;brianjeje10;GANJAR BENTUK TIMSUS ATASI MASALAH PEMBESARAN LAHAN PROYEN TOL SEMARANG-DEMAK #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/lOENRTReyL;DKI JAKARTA;1
290;27/11/2022 12:06;JesJessiii;Pilih Calon Presiden ya Pak Ganjar, Kharismanya itu lohhh beh... #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/FKlxZD1qAe;DKI JAKARTA;1
291;27/11/2022 12:05;JesJessiii;Presiden 2024 cocoknya Ganjar !!  #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/AwjfR4wms7;DKI JAKARTA;1
292;27/11/2022 11:59;brianjeje10;ULAMA DAN SANTRI BULUKUMBA DUKUNG GANJAR PRANOWO CAPRES 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/oryYYnoayO;DKI JAKARTA;1
293;27/11/2022 11:58;brianjeje10;MANTAP PROGRAM RUMAH BANTUAN GANJAR PRANOWO DI MAGELANG #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/wRFIpjDkHk;DKI JAKARTA;1
294;27/11/2022 11:57;brianjeje10;PILIH GANJAR SI RAMBUT PUTIH JADI PRESIDEN #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/jwsPbMzNUs;DKI JAKARTA;1
295;28/11/2022 06:02;Mbong2021;@ganjarpranowo Like you Mas Bro;GORONTALO;1
296;27/11/2022 21:27;hanifaisma;Jokowi mendukung penuh Ganjar jadi pemimpin Indonesia.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/FyhwXk2Q0W;GORONTALO;1
297;27/11/2022 21:27;hanifaisma;Ganjar meninjau pembangunan proyek tol semarang-demak.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/y5VdHn4KKT;GORONTALO;1
298;27/11/2022 21:27;hanifaisma;Petani tebu sangat merasakan kepedulian pak ganjar. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/91ZjgdyjRx;GORONTALO;1
299;27/11/2022 16:07;ShintaAinun6;Ganjar bentuk timsus atasi masalah pembebasan lahan proyek tol Semarang - Demak  #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarBertanggungjawab  https://t.co/PCKd5EkI0X;GORONTALO;1
300;27/11/2022 15:49;tukas_buntang;Kita semua tetap berharap agar Bpk Ganjar Pranowo dicalonkan oleh Parpol yang sadar bahwa dukungan rakyat arus bawah bagi Ganjar Pranowo sangat kuat untuk menjadi calon Presiden 2024 @ganjarpranowo @PDI_Perjuangan  https://t.co/YvYIW6RUu0;GORONTALO;1
301;27/11/2022 15:33;Generisaa;Dukung ganjar presiden RI 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/qE9DNpj3Kf;GORONTALO;1
302;27/11/2022 15:08;NegaraAPI2;Dukungan Ganjar Pranowo Maju Pada Pilpres 2024 terus mengalir   #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/kljfadefXZ;GORONTALO;1
303;27/11/2022 14:22;Sinta_dew3;@SonyaPanda25 Indonesia akan maju bersama Ganjar Pranowo;GORONTALO;1
304;27/11/2022 11:54;JayaPur95364676;@SonyaPanda25 Ganjar Pranowo pemimpin kita;GORONTALO;1
305;27/11/2022 11:14;MahylajheanRose;Jokowi Pilih Ganjar Pranowo Pada Capres 2024 #GanjarPilihanJokowi  https://t.co/9spw6ai9CL;GORONTALO;1
306;27/11/2022 11:13;firmansyahput35;Dukung Ganjar Pranowo ! #GanjarPilihanJokowi  https://t.co/BbGzYe2oSZ;GORONTALO;1
307;27/11/2022 11:13;firmansyahput35;Jokowi Pilih Ganjar Pranowo Untuk Pilpres 2024 #GanjarPilihanJokowi  https://t.co/vIglLzEi96;GORONTALO;1
308;27/11/2022 11:11;adityarahman129;Dukung ganjar pranowo pada capres 2024 #GanjarPilihanJokowi  https://t.co/7b8qJuC9zu;GORONTALO;1
309;27/11/2022 11:11;adityarahman129;Penilaian jokowi terhadap ganjar pranowo #GanjarPilihanJokowi  https://t.co/8xIz0JLHcv;GORONTALO;1
310;27/11/2022 10:37;BaladrafDuta;@celintanardi73 Pemimpin berkualitas dan merakyat, dukung Ganjar Pranowo untuk RI 1 2024 👍 #GanjarPilihanJokowi;GORONTALO;1
311;27/11/2022 10:33;Monalisa11123;Joko Widodo  dukung Ganjar pranowo untuk presiden 2024 #GanjarPilihanJokowi #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/6f8qeB0Dca;GORONTALO;1
312;27/11/2022 10:29;RadenSumbu;Ganjar Pranowo sosok yang ramah  dan merakyat   #GanjarPilihanJokowi;GORONTALO;1
313;27/11/2022 10:29;Ayunda_pt;Ganjar pemimpin yang memikirkan rakyat  #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/kymUzugzo9;GORONTALO;1
314;27/11/2022 10:29;tabita_pasaribu;Bersama bapak ganjar pranowo untuk Indonesia lebih baik #GanjarPilihanJokowi  https://t.co/g7ZdvV5TFX;GORONTALO;1
315;27/11/2022 10:25;dinda_kirana93;Ganjar Pranowo yang paling mengerti rakyat, sejahterakan guru honorer  #GanjarPilihanJokowi;GORONTALO;1
316;27/11/2022 10:25;dinda_kirana93;Ganjar Pranowo yang paling mengerti rakyat, sejahterakan guru honorer  #GanjarPilihanJokowi;GORONTALO;1
317;27/11/2022 10:25;dinda_kirana93;Ganjar Pranowo yang paling mengerti rakyat, sejahterakan guru honorer  #GanjarPilihanJokowi;GORONTALO;1
318;27/11/2022 10:19;KanjengReseh;Deklarasi komunitas pedagang makanan khas Banyumas dukung Ganjar Pranowo presiden RI 2024  #GanjarPilihanJokowi  https://t.co/JH23D0A23R;GORONTALO;1
319;27/11/2022 10:18;putri_andini93;Pak ganjar sejahterakan guru honorer  #ganjarpranowo #ganjar_pranowo #GanjarPilihanJokowi #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/CFwTZPsMNw;GORONTALO;1
320;27/11/2022 10:16;KanjengReseh;Ganjar Pranowo kerahkan tenaga medis bantu korban Cianjur   #GanjarPilihanJokowi  https://t.co/ECDNJ5Nw55;GORONTALO;1
321;27/11/2022 10:14;DamaiyantiRindu;Ganjar Pranowo Siap Untuk Bangsa Dan Negara. #GanjarPilihanJokowi  https://t.co/dbfwB6NdoG;GORONTALO;1
322;27/11/2022 10:14;JillFin38286803;Ganjar for Presiden 2024. Yookkk kita dukung Pak Ganjar.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarPilihanJokowi  https://t.co/xXUmw09qf4;GORONTALO;1
323;27/11/2022 10:13;JillFin38286803;Pak Ganjar dan Pak Jokowi memiliki kemiripan yang sama. Sama2 memikirkan rakyat.  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarPilihanJokowi  https://t.co/gSF51VRVgR;GORONTALO;1
324;27/11/2022 10:12;RadenSumbu;Ganjar Pranowo sosok peduli akan nasib para GTT   #GanjarPilihanJokowi  https://t.co/Zk5w7MmXrr;GORONTALO;1
325;27/11/2022 10:12;DamaiyantiRindu;Petani Tebu di Madiun Dukung Ganjar Pranowo Presiden 2024. #GanjarPilihanJokowi  https://t.co/wYhNRGlB6q;GORONTALO;1
326;27/11/2022 10:11;RadenSumbu;Ganjar Pranowo sejahterakan GTT di Jawa Tengah   #GanjarPilihanJokowi  https://t.co/FvpJ04jKH6;GORONTALO;1
327;27/11/2022 10:10;DamaiyantiRindu;Ulama Se-Jambi Deklarasi Dukung Ganjar Pranowo Capres 2024. #GanjarPilihanJokowi  https://t.co/dAtqQ81wef;GORONTALO;1
328;27/11/2022 10:10;DamaiyantiRindu;Program Rumah Bantuan Ganjar Pranowo di Magelang. #GanjarPilihanJokowi  https://t.co/dzYlzTbJ3n;GORONTALO;1
329;27/11/2022 10:09;DamaiyantiRindu;Ulama Dan Santri di Bulukumba Dukung Ganjar Pranowo Capres 2024. #GanjarPilihanJokowi  https://t.co/ctGljfOjZs;GORONTALO;1
330;27/11/2022 10:07;Kathey58779168;Ayo Ganjar pilihan Presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi  https://t.co/JHDcdTOPE4;GORONTALO;1
331;27/11/2022 10:05;HitsIndonesia_;Mantap ! Ganjar Pranowo ciri pemimpin yang mikirin rakyat ! #GanjarPilihanJokowi  https://t.co/kmdNhQ2yfD;GORONTALO;1
332;27/11/2022 10:05;HitsIndonesia_;Ganjar Pranowo Terbaik ! #GanjarPilihanJokowi  https://t.co/hRGNeIe1qx;GORONTALO;1
333;27/11/2022 10:04;Kathey58779168;Ayo dukung Ganjar Presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi  https://t.co/KEHoD042Sh;GORONTALO;1
334;27/11/2022 10:03;HitsIndonesia_;Jangan salah pilih Presiden ! Dukung Ganjar Pranowo for Presiden 2024 #GanjarPilihanJokowi  https://t.co/jsatTY7Izf;GORONTALO;1
335;27/11/2022 10:03;Lisacie11;Jangan salah pilih presiden, pak ganjar yang luar biasa Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/M8yrybcWev;GORONTALO;1
336;27/11/2022 10:03;Lisacie11;pak ganjar tidak perlu lagi diragukan kepemimpinannya Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/aKCfKbbqh1;GORONTALO;1
337;27/11/2022 10:03;Lisacie11;Ulama jambi deklarasi dukung ganjar pranowo  Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/pyZE1EdHc7;GORONTALO;1
338;27/11/2022 10:03;Lisacie11;Ganjar pranowo siap maju sebagai capres 2024 Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/poeqOd8mDd;GORONTALO;1
339;27/11/2022 10:03;Lisacie11;Sosok kepemimpinan pak Ganjar sungguh luar biasa Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/4FuRUmB9gF;GORONTALO;1
340;27/11/2022 10:03;Andreswitz;Jangan salah pilih presiden, pak ganjar yang luar biasa Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/sHqUBtabah;GORONTALO;1
341;27/11/2022 10:03;Andreswitz;pak ganjar tidak perlu lagi diragukan kepemimpinannya Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/Z8tKRx5ZRR;GORONTALO;1
342;27/11/2022 10:03;Andreswitz;Ulama jambi deklarasi dukung ganjar pranowo  Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/yx2itOXBMt;GORONTALO;1
343;27/11/2022 10:02;Andreswitz;Ganjar pranowo siap maju sebagai capres 2024 Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/KL9DxRvBpJ;GORONTALO;1
344;27/11/2022 10:02;Andreswitz;Sosok kepemimpinan pak Ganjar sungguh luar biasa Mendukung penuh Ganjar Pranowo Calon Presiden 2024 #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #Ganjaristioptimis #PerjalananGanjarPranowo  https://t.co/UoAcHBVucT;GORONTALO;1
345;27/11/2022 10:02;HitsIndonesia_;Ganjar Pranowo : Untuk bangsa dan negara saya siap ! #GanjarPilihanJokowi  https://t.co/cKeaZZaPLK;GORONTALO;1
346;27/11/2022 10:02;primusanggarata;Ganjar Pranowo sosok yang peduli akan nasib para guru Indonesia   #GanjarPilihanJokowi  https://t.co/wLn18d7xe3;GORONTALO;1
347;27/11/2022 10:01;primusanggarata;Ganjar Pranowo sosok yang pantas menjadi presiden RI 2024   #GanjarPilihanJokowi  https://t.co/4t31H9PhtV;GORONTALO;1
348;27/11/2022 10:01;rastavara30;Bukti prestasi Ganjar Pranowo 👍🇮🇩 #GanjarPilihanJokowi  https://t.co/m9vXWt4hYV;GORONTALO;1
349;27/11/2022 10:01;Darcie48710203;Ayo dukung Ganjar Presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi  https://t.co/qDJyrvgcUR;GORONTALO;1
350;27/11/2022 10:00;rastavara30;Sosok pemimpin sudah kelihatan, Ganjar Pranowo untuk RI 1 2024 👍 #GanjarPilihanJokowi  https://t.co/SEOtiPQyPZ;GORONTALO;1
351;27/11/2022 10:00;NRumbrewar;Presiden 2024 adalah Ganjar pranowo #GanjarPilihanJokowi  https://t.co/iVyjjpBlk4;GORONTALO;1
352;27/11/2022 10:00;primusanggarata;Dukung Ganjar Pranowo Capres 2024   #GanjarPilihanJokowi  https://t.co/u5PKNV9Vgz;GORONTALO;1
353;27/11/2022 10:00;primusanggarata;Ganjar Pranowo Capres terbaik 2024   #GanjarPilihanJokowi  https://t.co/fwbEOrbX8A;GORONTALO;1
354;27/11/2022 10:00;Darcie48710203;Ganjar cocom jadi Presiden 2024 keren #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi  https://t.co/F8EELanlD6;GORONTALO;1
355;27/11/2022 10:00;primusanggarata;Untuk bangsa dan negara Ganjar Pranowo siap Capres 2024   #GanjarPilihanJokowi  https://t.co/BNn4xB7Y6q;GORONTALO;1
356;27/11/2022 09:09;Generisaa;Bawa indonesia lebih baik dengan dukung Ganjar 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/YCM6i1pyOG;GORONTALO;1
357;27/11/2022 08:53;yohanasajaa;ULama Sejambi Deklarasi Dukung Ganjar Pranowo Capres 2024  #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab  https://t.co/wkD4RYj8ln;GORONTALO;1
